imobiliaria,link,data_coleta,titulo,endereco,bairro,tipo_locacao,preco_aluguel,preco_condominio,preco_iptu,quartos,vagas_garagem,area,suites
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12739002/apartamento-1-quarto-paloma-picasso-bigorrilho-curitiba/,2024-01-01,Apartamento 1 Quarto Bigorrilho 23m²,"Rua Padre Anchieta, 1968, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,850,500,41,1,0,23m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91407002/apartamento-3-quartos-placido-antonio-simeoni-bigorrilho-curitiba/,2024-01-01,Apartamento 3 Quartos Bigorrilho 90m²,"Alameda Augusto Stellfeld, 1702, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,2400,650,101,3,1,90m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/04343001/apartamento-2-quartos-lynx-bigorrilho-curitiba/,2024-01-01,Apartamento 2 Quartos Bigorrilho 80m²,"Rua Padre Agostinho, 2619, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1850,800,111,2,1,80m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00747007/apartamento-3-quartos-serra-verde-bigorrilho-curitiba/,2024-01-01,Apartamento 3 Quartos Bigorrilho 178m²,"Alameda Princesa Izabel, 1373, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,3100,1200,280,3,2,178m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/03428001/apartamento-1-quarto-champagnat-silver-bigorrilho-curitiba/,2024-01-01,Apartamento 1 Quarto Bigorrilho 48m²,"Rua Gastao Camara, 645, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1400,680,98,1,1,48m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16658001/apartamento-1-quarto-cambridge-bigorrilho-curitiba/,2024-01-01,Apartamento 1 Quarto Bigorrilho 28m²,"Rua Francisco Rocha, 1483, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1900,338,84,1,1,28m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08477005/apartamento-2-quartos-padre-anchieta-bigorrilho-curitiba/,2024-01-01,Apartamento 2 Quartos Bigorrilho 44m²,"Rua Padre Anchieta, 2636, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1290,600,42,2,0,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11271001/apartamento-2-quartos-padre-anchieta-bigorrilho-curitiba/,2024-01-01,Apartamento 2 Quartos Bigorrilho 44m²,"Rua Padre Anchieta, 2636, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1400,400,30,2,0,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16070001/apartamento-3-quartos-trianon-bigorrilho-curitiba/,2024-01-01,Apartamento 3 Quartos Bigorrilho 147m²,"Rua Capitao Souza Franco, 870, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,4100,1026,274,3,1,147m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/07787001/apartamento-2-quartos-champagnat-top-bigorrilho-curitiba/,2024-01-01,Apartamento 2 Quartos Bigorrilho 52m²,"Rua Padre Anchieta, 2224, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1600,650,53,2,1,52m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10904002/apartamento-3-quartos-parque-residencial-ahu-cabral-curitiba/,2024-01-01,Apartamento 3 Quartos Cabral 76m²,"Rua Dos Funcionários, 144, Cabral - Curitiba/Pr",Cabral,Aluguel,1750,450,64,3,1,76m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15020001/apartamento-2-quartos-vilage-cabral-curitiba/,2024-01-01,Apartamento 2 Quartos Cabral 81m²,"Rua Deputado Joaquim José Pedrosa, 570, Cabral - Curitiba/Pr",Cabral,Aluguel,1800,420,86,2,1,81m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01036004/apartamento-1-quarto-saint-thomas-centro-curitiba/,2024-01-01,Apartamento 1 Quarto Centro 43m²,"Rua Benjamin Constant, 45, Centro - Curitiba/Pr",Centro,Aluguel,750,750,81,1,0,43m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00927002/apartamento-2-quartos-edificio-odete-laporte-centro-curitiba/,2024-01-01,Apartamento 2 Quartos Centro 82m²,"Rua Brigadeiro Franco, 2021, Centro - Curitiba/Pr",Centro,Aluguel,2300,780,114,2,2,82m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01706001/apartamento-2-quartos-torres-do-sol-centro-curitiba/,2024-01-01,Apartamento 2 Quartos Centro 74m²,"Rua Doutor Pedrosa, 297, Centro - Curitiba/Pr",Centro,Aluguel,1650,430,88,2,0,74m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11304001/apartamento-1-quarto-hyde-park-centro-curitiba/,2024-01-01,Apartamento 1 Quarto Centro 25m²,"Rua Nunes Machado, 79, Centro - Curitiba/Pr",Centro,Aluguel,1390,300,29,1,0,25m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08782001/apartamento-2-quartos-guido-viaro-centro-curitiba/,2024-01-01,Apartamento 2 Quartos Centro 62m²,"Rua Brigadeiro Franco, 1925, Centro - Curitiba/Pr",Centro,Aluguel,1950,650,88,2,1,62m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15769001/apartamento-2-quartos-central-park-–-conselheiro-laurindo-centro-curitiba/,2024-01-01,Apartamento 2 Quartos Centro 77m²,"Rua Conselheiro Laurindo, 781, Centro - Curitiba/Pr",Centro,Aluguel,1800,570,92,2,1,77m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09530005/apartamento-1-quarto-gran-maison-centro-curitiba/,2024-01-01,Apartamento 1 Quarto Centro 44m²,"Rua Doutor Faivre, 53, Centro - Curitiba/Pr",Centro,Aluguel,1300,300,47,1,0,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/49145001/apartamento-1-quarto-leopoldina-centro-curitiba/,2024-01-01,Apartamento 1 Quarto Centro 34m²,"Rua Treze De Maio, 200, Centro - Curitiba/Pr",Centro,Aluguel,1100,300,45,1,0,34m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14598001/apartamento-3-quartos-manchester-centro-curitiba/,2024-01-01,Apartamento 3 Quartos Centro 138m²,"Rua Benjamin Constant, 257, Centro - Curitiba/Pr",Centro,Aluguel,2500,1400,309,3,1,138m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13327022/apartamento-1-quarto-la-tour-centro-curitiba/,2024-01-01,Apartamento 1 Quarto Centro 40m²,"Rua Desembargador Ermelino De Leão, 181, Centro - Curitiba/Pr",Centro,Aluguel,1700,590,0,1,0,40m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16588001/apartamento-1-quarto-all-you-need-centro-curitiba/,2024-01-01,Apartamento 1 Quarto Centro 17m²,"Rua Riachuelo, 110, Centro - Curitiba/Pr",Centro,Aluguel,1850,500,28,1,0,17m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16268009/apartamento-1-quarto-la-tour-centro-curitiba/,2024-01-01,Apartamento 1 Quarto Centro 36m²,"Rua Desembargador Ermelino De Leão, 181, Centro - Curitiba/Pr",Centro,Aluguel,2200,490,45,1,0,36m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/02236002/apartamento-1-quarto-ilha-de-bali-centro-civico-curitiba/,2024-01-01,Apartamento 1 Quarto Centro Civico 80m²,"Rua Comendador Fontana, 28, Centro Civico - Curitiba/Pr",Centro Civico,Aluguel,1350,600,94,1,1,80m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09707004/apartamento-3-quartos-betaville-cristo-rei-curitiba/,2024-01-01,Apartamento 3 Quartos Cristo Rei 112m²,"Rua Atilio Borio, 80, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1800,1000,129,3,1,112m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14906001/apartamento-2-quartos-solar-do-ipe-cristo-rei-curitiba/,2024-01-01,Apartamento 2 Quartos Cristo Rei 52m²,"Rua Sanito Rocha, 207, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1400,420,48,2,0,52m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91408001/apartamento-2-quartos-trianon-park-cristo-rei-curitiba/,2024-01-01,Apartamento 2 Quartos Cristo Rei 47m²,"Rua Governador Agamenon Magalhaes, 173, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1180,786,66,2,1,47m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11315003/apartamento-1-quarto-trianon-park-cristo-rei-curitiba/,2024-01-01,Apartamento 1 Quarto Cristo Rei 27m²,"Rua Governador Agamenon Magalhães, 173, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1200,369,26,1,0,27m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/03399004/apartamento-3-quartos-piazza-livorno-cristo-rei-curitiba/,2024-01-01,Apartamento 3 Quartos Cristo Rei 84m²,"Avenida Presidente Affonso Camargo, 2491, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,2600,600,148,3,1,84m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/07201001/apartamento-3-quartos-maria-amelia-cristo-rei-curitiba/,2024-01-01,Apartamento 3 Quartos Cristo Rei 81m²,"Avenida Sete De Setembro, 625, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1580,350,85,3,1,81m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/42960002/apartamento-1-quarto-saxony-cristo-rei-curitiba/,2024-01-01,Apartamento 1 Quarto Cristo Rei 40m²,"Rua Jose De Alencar, 120, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1400,380,54,1,0,40m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09891001/apartamento-2-quartos-costa-douro-cristo-rei-curitiba/,2024-01-01,Apartamento 2 Quartos Cristo Rei 60m²,"Rua Oyapock, 8, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1490,415,67,2,0,60m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/02377006/apartamento-2-quartos-residencial-paseo-de-gracia-jardim-botanico-curitiba/,2024-01-01,Apartamento 2 Quartos Jardim Botanico 87m²,"Rua Brasilio Itibere, 206, Jardim Botanico - Curitiba/Pr",Jardim Botanico,Aluguel,1550,650,164,2,2,87m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14054002/apartamento-3-quartos-barao-de-capanema-jardim-botanico-curitiba/,2024-01-01,Apartamento 3 Quartos Jardim Botânico 54m²,"Rua Engenheiro Ostoja Roguski, 631, Jardim Botânico - Curitiba/Pr",Jardim Botânico,Aluguel,1700,500,44,3,1,54m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/03795003/apartamento-2-quartos-frei-orlando-jardim-social-curitiba/,2024-01-01,Apartamento 2 Quartos Jardim Social 75m²,"Rua Frei Orlando, 1300, Jardim Social - Curitiba/Pr",Jardim Social,Aluguel,1150,550,63,2,0,75m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16263002/apartamento-3-quartos-leonardo-da-vinci-merces-curitiba/,2024-01-01,Apartamento 3 Quartos Merces 89m²,"Rua Desembargador Motta, 2890, Merces - Curitiba/Pr",Merces,Aluguel,3800,528,112,3,1,89m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15279001/apartamento-3-quartos-solimoes-merces-curitiba/,2024-01-01,Apartamento 3 Quartos Merces,"Rua Solimoes, 1460, Merces - Curitiba/Pr",Merces,Aluguel,900,370,64,3,1,0.0,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13489001/apartamento-3-quartos-tramandai-rebouças-curitiba/,2024-01-01,Apartamento 3 Quartos Rebouças 128m²,"Avenida Iguacu, 998, Rebouças - Curitiba/Pr",Rebouças,Aluguel,2100,700,132,3,1,128m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16159001/apartamento-2-quartos-libourne-rebouças-curitiba/,2024-01-01,Apartamento 2 Quartos Rebouças 42m²,"Avenida Iguaçu, 409, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1900,550,51,2,1,42m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22539001/apartamento-1-quarto-la-fontaine-rebouças-curitiba/,2024-01-01,Apartamento 1 Quarto Rebouças 46m²,"Rua Brasilio Itibere, 1345, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1350,550,94,1,1,46m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22266001/apartamento-1-quarto-carajas-i-rebouças-curitiba/,2024-01-01,Apartamento 1 Quarto Rebouças 35m²,"Avenida Sete De Setembro A, 3146, Rebouças - Curitiba/Pr",Rebouças,Aluguel,1100,350,46,1,0,35m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16125001/apartamento-2-quartos-edificio-green-village-rebouças-curitiba/,2024-01-01,Apartamento 2 Quartos Rebouças 97m²,"Avenida Iguaçu, 1326, Rebouças - Curitiba/Pr",Rebouças,Aluguel,2400,800,140,2,1,97m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91541001/apartamento-3-quartos-ernesto-sperandio-sao-francisco-curitiba/,2024-01-01,Apartamento 3 Quartos Sao Francisco 82m²,"Rua Celestino Junior, 188, Sao Francisco - Curitiba/Pr",Sao Francisco,Aluguel,1950,900,93,3,1,82m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15969001/apartamento-2-quartos-cidade-de-padova-campo-de-santana-curitiba/,2024-01-01,Apartamento 2 Quartos Campo De Santana 44m²,"Rua Ângelo Tozim, 1060, Campo De Santana - Curitiba/Pr",Campo De Santana,Aluguel,690,390,25,2,1,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12316001/apartamento-3-quartos-spazio-canto-dolce-capao-raso-curitiba/,2024-01-01,Apartamento 3 Quartos Capao Raso 89m²,"Rua Marechal Octavio Saldanha Mazza, 6650, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,1400,530,41,3,0,89m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/22759001/apartamento-2-quartos-spazio-canto-dolce-capao-raso-curitiba/,2024-01-01,Apartamento 2 Quartos Capao Raso 45m²,"Rua Marechal Octavio Saldanha Mazza, 6650, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,1300,550,59,2,1,45m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/21819001/apartamento-2-quartos-pinus-capao-raso-curitiba/,2024-01-01,Apartamento 2 Quartos Capao Raso 58m²,"Rua Professor Waldir De Jesus, 200, Capao Raso - Curitiba/Pr",Capao Raso,Aluguel,850,350,38,2,1,58m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16645001/apartamento-1-quarto-piemonte-versatile-home-capao-raso-curitiba/,2024-01-01,Apartamento 1 Quarto Capão Raso 36m²,"Rua João Rodrigues Pinheiro, 181, Capão Raso - Curitiba/Pr",Capão Raso,Aluguel,1490,350,33,1,0,36m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14328001/apartamento-2-quartos-residencial-parque-cambirella-pinheirinho-curitiba/,2024-01-01,Apartamento 2 Quartos Pinheirinho 40m²,"Rua Brasil Paraná De Cristo, 186, Pinheirinho - Curitiba/Pr",Pinheirinho,Aluguel,800,270,25,2,0,40m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/24143001/apartamento-3-quartos-solar-do-pinheirinho-pinheirinho-curitiba/,2024-01-01,Apartamento 3 Quartos Pinheirinho 104m²,"Rua Francisco Raitani, 7081, Pinheirinho - Curitiba/Pr",Pinheirinho,Aluguel,1800,500,98,3,1,104m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16660001/apartamento-2-quartos-allegro-pinheirinho-curitiba/,2024-01-01,Apartamento 2 Quartos Pinheirinho 50m²,"Rua Reinaldo Stocco, 274, Pinheirinho - Curitiba/Pr",Pinheirinho,Aluguel,1850,403,45,2,1,50m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16520001/apartamento-2-quartos-cidade-de-broni-tatuquara-curitiba/,2024-01-01,Apartamento 2 Quartos Tatuquara 44m²,"Rua Ângelo Tozim, 1399, Tatuquara - Curitiba/Pr",Tatuquara,Aluguel,790,328,25,2,1,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16555001/apartamento-2-quartos-residencial-azalea-tatuquara-curitiba/,2024-01-01,Apartamento 2 Quartos Tatuquara 46m²,"Avenida Pero Vaz De Caminha, 471, Tatuquara - Curitiba/Pr",Tatuquara,Aluguel,850,400,38,2,1,46m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16644001/apartamento-2-quartos-campo-comprido-curitiba/,2024-01-01,Apartamento 2 Quartos Campo Comprido 70m²,"Rua Nova América, 373, Campo Comprido - Curitiba/Pr",Campo Comprido,Aluguel,1250,0,32,2,2,70m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/90804002/apartamento-3-quartos-santa-felicidade-curitiba/,2024-01-01,Apartamento 3 Quartos Santa Felicidade 166m²,"Avenida Vereador Toaldo Tulio, 973, Santa Felicidade - Curitiba/Pr",Santa Felicidade,Aluguel,2200,0,150,3,1,166m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/03795003/apartamento-2-quartos-frei-orlando-jardim-social-curitiba/,2024-01-01,Apartamento 2 Quartos Jardim Social 75m²,"Rua Frei Orlando, 1300, Jardim Social - Curitiba/Pr",Jardim Social,Aluguel,1150,550,63,2,0,75m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/46113002/apartamento-4-quartos-umbara-curitiba/,2024-01-02,Apartamento 4 Quartos Umbará 114m²,"Rua Luiz Nichele, 120, Umbará - Curitiba/Pr",Umbará,Aluguel,1700,0,81,4,1,114m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14215001/apartamento-2-quartos-alamanda-bacacheri-curitiba/,2024-01-02,Apartamento 2 Quartos Bacacheri 55m²,"Rua Nicaragua, 1639, Bacacheri - Curitiba/Pr",Bacacheri,Aluguel,1500,350,56,2,1,55m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/24004001/apartamento-3-quartos-san-martino-bacacheri-curitiba/,2024-01-02,Apartamento 3 Quartos Bacacheri 87m²,"Rua Marechal Trompowski, 256, Bacacheri - Curitiba/Pr",Bacacheri,Aluguel,2400,800,122,3,1,87m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12058001/apartamento-3-quartos-angela-bacacheri-curitiba/,2024-01-02,Apartamento 3 Quartos Bacacheri 78m²,"Rua Canada, 185, Bacacheri - Curitiba/Pr",Bacacheri,Aluguel,1400,630,73,3,1,78m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14345001/apartamento-2-quartos-spazio-champ-ville-bairro-alto-curitiba/,2024-01-02,Apartamento 2 Quartos Bairro Alto 51m²,"Rodovia Br 116, 2785, Bairro Alto - Curitiba/Pr",Bairro Alto,Aluguel,1550,450,46,2,1,51m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14969002/apartamento-2-quartos-anita-garibaldi-barreirinha-curitiba/,2024-01-02,Apartamento 2 Quartos Barreirinha 44m²,"Rua Maria De Lourdes Kudri, 127, Barreirinha - Curitiba/Pr",Barreirinha,Aluguel,850,350,25,2,1,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13743001/apartamento-3-quartos-amazonas-boa-vista-curitiba/,2024-01-02,Apartamento 3 Quartos Boa Vista 82m²,"Rua Desembargador Aurelio Feijo, 293, Boa Vista - Curitiba/Pr",Boa Vista,Aluguel,2500,550,129,3,1,82m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16115001/apartamento-1-quarto-moradas-do-boa-vista-boa-vista-curitiba/,2024-01-02,Apartamento 1 Quarto Boa Vista 23m²,"Rua Desembargador Antônio Leopoldo Dos Santos, 106, Boa Vista - Curitiba/Pr",Boa Vista,Aluguel,1350,250,36,1,0,23m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/67001001/apartamento-2-quartos-residencial-villagio-trieste-santa-candida-curitiba/,2024-01-02,Apartamento 2 Quartos Santa Cândida 44m²,"Estrada Guilherme Weigert, 1655, Santa Cândida - Curitiba/Pr",Santa Cândida,Aluguel,950,380,45,2,1,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16617001/apartamento-2-quartos-residencial-ilha-do-coral-santa-candida-curitiba/,2024-01-02,Apartamento 2 Quartos Santa Cândida 38m²,"Rua João Kania, 310, Santa Cândida - Curitiba/Pr",Santa Cândida,Aluguel,950,320,33,2,0,38m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13179001/apartamento-2-quartos-ilha-do-coral-(residencial)-santa-candida-curitiba/,2024-01-02,Apartamento 2 Quartos Santa Candida 38m²,"Rua Joao Kania, 310, Santa Candida - Curitiba/Pr",Santa Candida,Aluguel,820,320,33,2,1,38m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16646001/apartamento-2-quartos-malibu-ii-boqueirao-curitiba/,2024-01-02,Apartamento 2 Quartos Boqueirão 47m²,"Rua Maestro Carlos Frank, 2391, Boqueirão - Curitiba/Pr",Boqueirão,Aluguel,1150,413,43,2,1,47m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/06609008/apartamento-1-quarto-boqueirao-curitiba/,2024-01-02,Apartamento 1 Quarto Boqueirao 30m²,"Rua Zonardy Ribas, 54, Boqueirao - Curitiba/Pr",Boqueirao,Aluguel,700,0,20,1,1,30m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15665001/apartamento-1-quarto-anne-frank-hauer-curitiba/,2024-01-02,Apartamento 1 Quarto Hauer 34m²,"Rua Anne Frank, 3126, Hauer - Curitiba/Pr",Hauer,Aluguel,900,250,35,1,0,34m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15271003/apartamento-3-quartos-guabirotuba-curitiba/,2024-01-02,Apartamento 3 Quartos Guabirotuba 162m²,"Avenida Senador Salgado Filho, 961, Guabirotuba - Curitiba/Pr",Guabirotuba,Aluguel,2400,100,166,3,1,162m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/42269003/apartamento-1-quarto-jardim-das-americas-curitiba/,2024-01-02,Apartamento 1 Quarto Jardim Das Americas 36m²,"Rua Joao Itibere, 71, Jardim Das Americas - Curitiba/Pr",Jardim Das Americas,Aluguel,850,0,27,1,0,36m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16662001/apartamento-2-quartos-conjunto-residencial-moradias-jardim-petropolis-uberaba-curitiba/,2024-01-02,Apartamento 2 Quartos Uberaba 41m²,"Rua Dalila Lopes Costa, 108, Uberaba - Curitiba/Pr",Uberaba,Aluguel,850,440,37,2,1,41m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92344001/apartamento-2-quartos-garden-ecoville-cidade-industrial-curitiba/,2024-01-02,Apartamento 2 Quartos Cidade Industrial 60m²,"Rua Professor Pedro Viriato Parigot De Souza, 5285, Cidade Industrial - Curitiba/Pr",Cidade Industrial,Aluguel,2200,470,89,2,1,60m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15836001/apartamento-3-quartos-residencial-pinheiros-cidade-industrial-curitiba/,2024-01-02,Apartamento 3 Quartos Cidade Industrial 60m²,"Rua João Dembinski, 2851, Cidade Industrial - Curitiba/Pr",Cidade Industrial,Aluguel,1650,450,49,3,1,60m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14354001/apartamento-2-quartos-vilas-novas-x-cidade-industrial-curitiba/,2024-01-02,Apartamento 2 Quartos Cidade Industrial 40m²,"Rua Professor Algacyr Munhoz Mader, 2875, Cidade Industrial - Curitiba/Pr",Cidade Industrial,Aluguel,850,250,25,2,0,40m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14297001/apartamento-2-quartos-olga-tufi-agua-verde-curitiba/,2024-01-02,Apartamento 2 Quartos Água Verde 57m²,"Avenida Silva Jardim, 1762, Água Verde - Curitiba/Pr",Água Verde,Aluguel,1550,650,85,2,1,57m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/49095001/apartamento-3-quartos-itaguaçu-agua-verde-curitiba/,2024-01-02,Apartamento 3 Quartos Água Verde 80m²,"Rua Castro Alves, 594, Água Verde - Curitiba/Pr",Água Verde,Aluguel,2000,550,82,3,1,80m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92087001/apartamento-2-quartos-zamoner-agua-verde-curitiba/,2024-01-02,Apartamento 2 Quartos Agua Verde 77m²,"Rua Brigadeiro Franco, 2663, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1850,422,69,2,1,77m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00135005/apartamento-4-quartos-cidade-das-flores-agua-verde-curitiba/,2024-01-02,Apartamento 4 Quartos Agua Verde 202m²,"Avenida Republica Argentina, 755, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,2600,1000,181,4,1,202m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08265001/apartamento-3-quartos-flamboyant-(conjunto-residencial)-agua-verde-curitiba/,2024-01-02,Apartamento 3 Quartos Agua Verde 117m²,"Avenida Presidente Kennedy, 1503, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1800,850,89,3,1,117m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16604001/apartamento-2-quartos-auckland-devon-port-agua-verde-curitiba/,2024-01-02,Apartamento 2 Quartos Água Verde 100m²,"Avenida Silva Jardim, 2522, Água Verde - Curitiba/Pr",Água Verde,Aluguel,3450,860,296,2,1,100m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14396001/apartamento-5-quartos-monreale-agua-verde-curitiba/,2024-01-02,Apartamento 5 Quartos Agua Verde 182m²,"Rua Bento Viana, 1140, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,4500,1400,286,5,2,182m²,2
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91596001/apartamento-2-quartos-jardim-ii-agua-verde-curitiba/,2024-01-02,Apartamento 2 Quartos Agua Verde 113m²,"Rua Amazonas, 662, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1800,500,80,2,0,113m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12477001/apartamento-3-quartos-boulevard-batel-agua-verde-curitiba/,2024-01-02,Apartamento 3 Quartos Agua Verde 70m²,"Rua Desembargador Motta, 1600, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,2400,750,132,3,1,70m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15305001/apartamento-2-quartos-soraya-agua-verde-curitiba/,2024-01-02,Apartamento 2 Quartos Água Verde 51m²,"Rua Marquês Do Paraná, 1410, Água Verde - Curitiba/Pr",Água Verde,Aluguel,1600,400,66,2,1,51m²,0
