link,titulo,endereco,tipo_locacao,preco_aluguel,preco_condominio,preco_iptu,quartos,vagas_garagem,area,suites, imobiliaria,data_coleta,imobiliaria
https://gonzagaimoveis.com.br/imovel/14396001/apartamento-5-quartos-monreale-agua-verde-curitiba/,Apartamento 5 Quartos Agua Verde 182m²,"Rua Bento Viana, 1140, Agua Verde - Curitiba/Pr",Aluguel,"R$ 4.500,00","Condomínio R$ 1.400,00","IPTU R$ 286,73",5,2.0,182m²,2.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/91596001/apartamento-2-quartos-jardim-ii-agua-verde-curitiba/,Apartamento 2 Quartos Agua Verde 113m²,"Rua Amazonas, 662, Agua Verde - Curitiba/Pr",Aluguel,"R$ 1.800,00","Condomínio R$ 500,00","IPTU R$ 80,81",2,0.0,113m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/00135002/apartamento-3-quartos-cidade-das-flores-agua-verde-curitiba/,Apartamento 3 Quartos Agua Verde 148m²,"Avenida Republica Argentina, 755, Agua Verde - Curitiba/Pr",Aluguel,"R$ 2.600,00","Condomínio R$ 1.200,00","IPTU R$ 181,28",3,1.0,148m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/66995001/apartamento-3-quartos-sorel-condominium-agua-verde-curitiba/,Apartamento 3 Quartos Agua Verde 136m²,"Avenida Silva Jardim, 2265, Agua Verde - Curitiba/Pr",Aluguel,"R$ 3.500,00","Condomínio R$ 1.200,00","IPTU R$ 341,28",3,2.0,136m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16608001/apartamento-1-quarto-residence-ville-de-france-campo-comprido-curitiba/,Apartamento 1 Quarto Campo Comprido 65m²,"Rua Lourenço Bizinelli, 249, Campo Comprido - Curitiba/Pr",Aluguel,"R$ 2.450,00","Condomínio R$ 471,53","IPTU R$ 78,83",1,2.0,65m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/23813001/apartamento-3-quartos-fit-marumbi-guaira-curitiba/,Apartamento 3 Quartos Guaira 68m²,"Rua Assis Figueiredo, 1315, Guaira - Curitiba/Pr",Aluguel,"R$ 1.950,00","Condomínio R$ 450,00","IPTU R$ 104,69",3,1.0,68m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15489002/apartamento-3-quartos-vila-bela-1-novo-mundo-curitiba/,Apartamento 3 Quartos Novo Mundo 73m²,"Rua Deputado Waldemiro Pedroso, 1063, Novo Mundo - Curitiba/Pr",Aluguel,"R$ 1.650,00","Condomínio R$ 545,00","IPTU R$ 0,00",3,1.0,73m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16027001/apartamento-2-quartos-jose-ferroni-novo-mundo-curitiba/,Apartamento 2 Quartos Novo Mundo 45m²,"Rua João Bonat, 860, Novo Mundo - Curitiba/Pr",Aluguel,"R$ 1.300,00","Condomínio R$ 550,00","IPTU R$ 39,36",2,1.0,45m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/10145001/apartamento-3-quartos-nho–quim-novo-mundo-curitiba/,Apartamento 3 Quartos Novo Mundo 78m²,"Rua Luiz Leopoldo Landal, 100, Novo Mundo - Curitiba/Pr",Aluguel,"R$ 1.600,00","Condomínio R$ 590,00","IPTU R$ 84,02",3,1.0,78m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15224001/apartamento-2-quartos-vila-bela-l-novo-mundo-curitiba/,Apartamento 2 Quartos Novo Mundo 67m²,"Rua Deputado Waldemiro Pedroso, 1063, Novo Mundo - Curitiba/Pr",Aluguel,"R$ 1.500,00","Condomínio R$ 700,00","IPTU R$ 59,79",2,1.0,67m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/21355003/apartamento-3-quartos-maria-bettega-novo-mundo-curitiba/,Apartamento 3 Quartos Novo Mundo 62m²,"Rua Jose Palu, 183, Novo Mundo - Curitiba/Pr",Aluguel,"R$ 1.700,00","Condomínio R$ 350,00","IPTU R$ 72,99",3,1.0,62m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/13239001/apartamento-2-quartos-regents-park-portao-curitiba/,Apartamento 2 Quartos Portão 83m²,"Rua Eduardo Carlos Pereira, 4049, Portão - Curitiba/Pr",Aluguel,"R$ 2.500,00","Condomínio R$ 500,00","IPTU R$ 133,35",2,1.0,83m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/14480001/apartamento-2-quartos-spazio-castel-di-bettega-portao-curitiba/,Apartamento 2 Quartos Portao 55m²,"Rua João Bettega, 644, Portao - Curitiba/Pr",Aluguel,"R$ 1.500,00","Condomínio R$ 450,00","IPTU R$ 53,98",2,1.0,55m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16592001/apartamento-2-quartos-edificio-michelle-portao-curitiba/,Apartamento 2 Quartos Portão 53m²,"Rua Zacarias De Paula Neves, 65, Portão - Curitiba/Pr",Aluguel,"R$ 1.480,00","Condomínio R$ 497,00","IPTU R$ 74,73",2,1.0,53m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/13603001/apartamento-2-quartos-belmont-portao-curitiba/,Apartamento 2 Quartos Portao 53m²,"Rua Antonio Pietruza, 211, Portao - Curitiba/Pr",Aluguel,"R$ 1.650,00","Condomínio R$ 650,00","IPTU R$ 75,94",2,1.0,53m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/10518001/apartamento-1-quarto-sessimbra-portao-curitiba/,Apartamento 1 Quarto Portao 32m²,"Rua Arion Niepce Da Silva, 261, Portao - Curitiba/Pr",Aluguel,"R$ 1.200,00","Condomínio R$ 400,00","IPTU R$ 45,38",1,0.0,32m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/42292001/apartamento-3-quartos-valparaiso-portao-curitiba/,Apartamento 3 Quartos Portao 124m²,"Rua Engenheiro Arthur Bettes, 58, Portao - Curitiba/Pr",Aluguel,"R$ 2.200,00","Condomínio R$ 900,00","IPTU R$ 151,73",3,1.0,124m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16620001/apartamento-2-quartos-condominio-next-home-portao-curitiba/,Apartamento 2 Quartos Portão 51m²,"Avenida República Argentina, 2524, Portão - Curitiba/Pr",Aluguel,"R$ 2.000,00","Condomínio R$ 400,00","IPTU R$ 128,93",2,1.0,51m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/11310001/apartamento-2-quartos-residencial-vega-vila-izabel-curitiba/,Apartamento 2 Quartos Vila Izabel 60m²,"Rua Professor Dario Velloso, 361, Vila Izabel - Curitiba/Pr",Aluguel,"R$ 1.750,00","Condomínio R$ 600,00","IPTU R$ 90,10",2,1.0,60m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16583001/apartamento-2-quartos-porto-principe-vila-izabel-curitiba/,Apartamento 2 Quartos Vila Izabel 70m²,"Rua Tabajaras, 1241, Vila Izabel - Curitiba/Pr",Aluguel,"R$ 1.690,00","Condomínio R$ 360,00","IPTU R$ 93,22",2,1.0,70m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15537001/apartamento-2-quartos-soleil-curitibano-vila-izabel-curitiba/,Apartamento 2 Quartos Vila Izabel 70m²,"Rua Eurides Cunha, 85, Vila Izabel - Curitiba/Pr",Aluguel,"R$ 3.000,00","Condomínio R$ 560,00","IPTU R$ 147,98",2,1.0,70m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831012/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 35m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.550,00","Condomínio R$ 200,00","IPTU R$ 39,30",1,0.0,35m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831014/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.500,00","Condomínio R$ 170,00","IPTU R$ 39,30",1,0.0,37m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831015/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.550,00","Condomínio R$ 200,00","IPTU R$ 39,30",1,0.0,37m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831026/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.500,00","Condomínio R$ 170,00","IPTU R$ 39,30",1,0.0,37m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831013/apartamento-1-quarto-itupava_-dona-dulce-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.550,00","Condomínio R$ 200,00","IPTU R$ 39,30",1,0.0,37m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831008/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.550,00","Condomínio R$ 200,00","IPTU R$ 39,30",1,0.0,37m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831021/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 40m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.550,00","Condomínio R$ 200,00","IPTU R$ 39,30",1,0.0,40m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831010/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.550,00","Condomínio R$ 170,00","IPTU R$ 39,30",1,0.0,37m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12831006/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Aluguel,"R$ 1.550,00","Condomínio R$ 250,00","IPTU R$ 39,30",1,0.0,37m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12643019/apartamento-3-quartos-kalina-alto-da-rua-xv-curitiba/,Apartamento 3 Quartos Alto Da Rua Xv 149m²,"Rua Jose De Alencar, 1199, Alto Da Rua Xv - Curitiba/Pr",Aluguel,"R$ 2.300,00","Condomínio R$ 450,00","IPTU R$ 151,60",3,1.0,149m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/07184001/apartamento-1-quarto-victoria-place-residence-alto-da-rua-xv-curitiba/,Apartamento 1 Quarto Alto Da Rua Xv 85m²,"Rua Ubaldino Do Amaral, 337, Alto Da Rua Xv - Curitiba/Pr",Aluguel,"R$ 1.500,00","Condomínio R$ 750,00","IPTU R$ 58,76",1,0.0,85m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/14967001/apartamento-4-quartos-solar-das-araucarias-batel-curitiba/,Apartamento 4 Quartos Batel 202m²,"Avenida Sete De Setembro, 5522, Batel - Curitiba/Pr",Aluguel,"R$ 2.500,00","Condomínio R$ 1.350,00","IPTU R$ 242,84",4,1.0,202m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/75041002/apartamento-2-quartos-rubens-bailao-leite-batel-curitiba/,Apartamento 2 Quartos Batel 70m²,"Avenida Sete De Setembro, 4500, Batel - Curitiba/Pr",Aluguel,"R$ 2.600,00","Condomínio R$ 604,00","IPTU R$ 123,87",2,1.0,70m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/45064002/apartamento-3-quartos-edificio-por-do-sol-batel-curitiba/,Apartamento 3 Quartos Batel 226m²,"Avenida Visconde De Guarapuava, 5085, Batel - Curitiba/Pr",Aluguel,"R$ 7.500,00","Condomínio R$ 3.000,00","IPTU R$ 616,26",3,2.0,226m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16413001/apartamento-3-quartos-edificio-pitagoras-bigorrilho-curitiba/,Apartamento 3 Quartos Bigorrilho 215m²,"Rua Euclides Da Cunha, 1150, Bigorrilho - Curitiba/Pr",Aluguel,"R$ 6.800,00","Condomínio R$ 1.972,86","IPTU R$ 645,01",3,4.0,215m²,3.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12739002/apartamento-1-quarto-paloma-picasso-bigorrilho-curitiba/,Apartamento 1 Quarto Bigorrilho 23m²,"Rua Padre Anchieta, 1968, Bigorrilho - Curitiba/Pr",Aluguel,"R$ 850,00","Condomínio R$ 500,00","IPTU R$ 41,52",1,0.0,23m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15725001/apartamento-3-quartos-residencial-aconcagua-bigorrilho-curitiba/,Apartamento 3 Quartos Bigorrilho 73m²,"Rua Gastão Câmara, 540, Bigorrilho - Curitiba/Pr",Aluguel,"R$ 2.100,00","Condomínio R$ 500,00","IPTU R$ 91,38",3,1.0,73m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16615001/apartamento-2-quartos-champagnat-top-bigorrilho-curitiba/,Apartamento 2 Quartos Bigorrilho 42m²,"Rua Padre Anchieta, 2224, Bigorrilho - Curitiba/Pr",Aluguel,"R$ 1.350,00","Condomínio R$ 500,00","IPTU R$ 52,92",2,0.0,42m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16606001/apartamento-3-quartos-edificio-torres-do-sol-centro-curitiba/,Apartamento 3 Quartos Centro 66m²,"Rua Doutor Pedrosa, 297, Centro - Curitiba/Pr",Aluguel,"R$ 1.830,00","Condomínio R$ 600,00","IPTU R$ 98,00",3,1.0,66m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/06075003/apartamento-1-quarto-mackenzie-residence-centro-curitiba/,Apartamento 1 Quarto Centro 32m²,"Alameda Augusto Stellfeld, 1140, Centro - Curitiba/Pr",Aluguel,"R$ 1.150,00","Condomínio R$ 400,00","IPTU R$ 27,67",1,0.0,32m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/09536001/apartamento-1-quarto-napoli-centro-curitiba/,Apartamento 1 Quarto Centro 40m²,"Avenida Visconde De Guarapuava, 3185, Centro - Curitiba/Pr",Aluguel,"R$ 1.200,00","Condomínio R$ 460,00","IPTU R$ 82,18",1,1.0,40m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/01036004/apartamento-1-quarto-saint-thomas-centro-curitiba/,Apartamento 1 Quarto Centro 43m²,"Rua Benjamin Constant, 45, Centro - Curitiba/Pr",Aluguel,"R$ 750,00","Condomínio R$ 750,00","IPTU R$ 81,04",1,0.0,43m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/00927002/apartamento-2-quartos-edificio-odete-laporte-centro-curitiba/,Apartamento 2 Quartos Centro 82m²,"Rua Brigadeiro Franco, 2021, Centro - Curitiba/Pr",Aluguel,"R$ 2.500,00","Condomínio R$ 780,00","IPTU R$ 114,53",2,2.0,82m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/01706001/apartamento-2-quartos-torres-do-sol-centro-curitiba/,Apartamento 2 Quartos Centro 74m²,"Rua Doutor Pedrosa, 297, Centro - Curitiba/Pr",Aluguel,"R$ 1.650,00","Condomínio R$ 430,00","IPTU R$ 88,68",2,0.0,74m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15171003/apartamento-1-quarto-denver-centro-curitiba/,Apartamento 1 Quarto Centro 23m²,"Rua Saldanha Marinho, 968, Centro - Curitiba/Pr",Aluguel,"R$ 1.100,00","Condomínio R$ 440,00","IPTU R$ 66,33",1,1.0,23m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/11304001/apartamento-1-quarto-hyde-park-centro-curitiba/,Apartamento 1 Quarto Centro 25m²,"Rua Nunes Machado, 79, Centro - Curitiba/Pr",Aluguel,"R$ 1.390,00","Condomínio R$ 300,00","IPTU R$ 29,33",1,0.0,25m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/08782001/apartamento-2-quartos-guido-viaro-centro-curitiba/,Apartamento 2 Quartos Centro 62m²,"Rua Brigadeiro Franco, 1925, Centro - Curitiba/Pr",Aluguel,"R$ 2.200,00","Condomínio R$ 650,00","IPTU R$ 88,16",2,1.0,62m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/14176001/apartamento-2-quartos-guanabara-centro-curitiba/,Apartamento 2 Quartos Centro 122m²,"Praça Rui Barbosa, 470, Centro - Curitiba/Pr",Aluguel,"R$ 1.580,00","Condomínio R$ 800,00","IPTU R$ 96,47",2,0.0,122m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15769001/apartamento-2-quartos-central-park-–-conselheiro-laurindo-centro-curitiba/,Apartamento 2 Quartos Centro 77m²,"Rua Conselheiro Laurindo, 781, Centro - Curitiba/Pr",Aluguel,"R$ 1.800,00","Condomínio R$ 570,00","IPTU R$ 92,77",2,1.0,77m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/09530005/apartamento-1-quarto-gran-maison-centro-curitiba/,Apartamento 1 Quarto Centro 44m²,"Rua Doutor Faivre, 53, Centro - Curitiba/Pr",Aluguel,"R$ 1.300,00","Condomínio R$ 300,00","IPTU R$ 47,71",1,0.0,44m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16145001/apartamento-3-quartos-edificio-joao-dallegrave-centro-civico-curitiba/,Apartamento 3 Quartos Centro Cívico 133m²,"Rua Comendador Fontana, 279, Centro Cívico - Curitiba/Pr",Aluguel,"R$ 2.900,00","Condomínio R$ 800,00","IPTU R$ 133,02",3,1.0,133m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/49118001/apartamento-1-quarto-diamant-cristo-rei-curitiba/,Apartamento 1 Quarto Cristo Rei 21m²,"Rua Atilio Borio, 145, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 820,00","Condomínio R$ 400,00","IPTU R$ 36,20",1,0.0,21m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/92290001/apartamento-2-quartos-botanica-cristo-rei-curitiba/,Apartamento 2 Quartos Cristo Rei 113m²,"Rua Coronel Pedro Scherer Sobrinho, 152, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 4.800,00","Condomínio R$ 700,00","IPTU R$ 332,88",2,2.0,113m²,2.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/11706001/apartamento-3-quartos-barao-de-capanema-iii-cristo-rei-curitiba/,Apartamento 3 Quartos Cristo Rei 67m²,"Rua Poeta Francisco Ferreira Leite, 30, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 1.350,00","Condomínio R$ 500,00","IPTU R$ 67,27",3,1.0,67m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/09707004/apartamento-3-quartos-betaville-cristo-rei-curitiba/,Apartamento 3 Quartos Cristo Rei 112m²,"Rua Atilio Borio, 80, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 1.800,00","Condomínio R$ 1.000,00","IPTU R$ 129,52",3,1.0,112m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/14906001/apartamento-2-quartos-solar-do-ipe-cristo-rei-curitiba/,Apartamento 2 Quartos Cristo Rei 52m²,"Rua Sanito Rocha, 207, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 1.400,00","Condomínio R$ 420,00","IPTU R$ 48,95",2,0.0,52m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/91408001/apartamento-2-quartos-trianon-park-cristo-rei-curitiba/,Apartamento 2 Quartos Cristo Rei 47m²,"Rua Governador Agamenon Magalhaes, 173, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 1.180,00","Condomínio R$ 786,00","IPTU R$ 66,79",2,1.0,47m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12968001/apartamento-1-quarto-daiane-de-fatima-cristo-rei-curitiba/,Apartamento 1 Quarto Cristo Rei 27m²,"Rua Urbano Lopes, 436, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 1.600,00","Condomínio R$ 250,00","IPTU R$ 43,65",1,0.0,27m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/11315003/apartamento-1-quarto-trianon-park-cristo-rei-curitiba/,Apartamento 1 Quarto Cristo Rei 27m²,"Rua Governador Agamenon Magalhães, 173, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 1.390,00","Condomínio R$ 369,00","IPTU R$ 26,22",1,0.0,27m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/13906001/apartamento-3-quartos-sun-garden-cristo-rei-curitiba/,Apartamento 3 Quartos Cristo Rei 83m²,"Rua Governador Agamenon Magalhaes, 98, Cristo Rei - Curitiba/Pr",Aluguel,"R$ 2.500,00","Condomínio R$ 650,00","IPTU R$ 200,95",3,2.0,83m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/10572001/apartamento-2-quartos-alfa-jardim-botanico-curitiba/,Apartamento 2 Quartos Jardim Botanico 62m²,"Rua Mauricio Nunes Garcia, 250, Jardim Botanico - Curitiba/Pr",Aluguel,"R$ 1.100,00","Condomínio R$ 250,00","IPTU R$ 48,35",2,0.0,62m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/14054002/apartamento-3-quartos-barao-de-capanema-jardim-botanico-curitiba/,Apartamento 3 Quartos Jardim Botânico 54m²,"Rua Engenheiro Ostoja Roguski, 631, Jardim Botânico - Curitiba/Pr",Aluguel,"R$ 1.700,00","Condomínio R$ 500,00","IPTU R$ 44,65",3,1.0,54m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/03795003/apartamento-2-quartos-frei-orlando-jardim-social-curitiba/,Apartamento 2 Quartos Jardim Social 75m²,"Rua Frei Orlando, 1300, Jardim Social - Curitiba/Pr",Aluguel,"R$ 1.150,00","Condomínio R$ 550,00","IPTU R$ 63,37",2,0.0,75m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15056001/apartamento-3-quartos-san-salvador-merces-curitiba/,Apartamento 3 Quartos Mercês 97m²,"Rua Professora Rosa Saporski, 252, Mercês - Curitiba/Pr",Aluguel,"R$ 1.950,00","Condomínio R$ 650,00","IPTU R$ 97,63",3,1.0,97m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/06923001/apartamento-2-quartos-villandry-rebouças-curitiba/,Apartamento 2 Quartos Rebouças 61m²,"Avenida Silva Jardim, 1364, Rebouças - Curitiba/Pr",Aluguel,"R$ 2.100,00","Condomínio R$ 670,00","IPTU R$ 95,78",2,1.0,61m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15488001/apartamento-2-quartos-roma-rebouças-curitiba/,Apartamento 2 Quartos Rebouças 43m²,"Rua Brasílio Itiberê, 2023, Rebouças - Curitiba/Pr",Aluguel,"R$ 1.500,00","Condomínio R$ 400,00","IPTU R$ 56,41",2,1.0,43m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12996001/apartamento-1-quarto-mariana-rebouças-curitiba/,Apartamento 1 Quarto Rebouças 44m²,"Rua Rockefeller, 858, Rebouças - Curitiba/Pr",Aluguel,"R$ 1.300,00","Condomínio R$ 350,00","IPTU R$ 53,77",1,0.0,44m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/80150005/apartamento-2-quartos-rebouças-curitiba/,Apartamento 2 Quartos Rebouças 80m²,"Rua Piquiri, 735, Rebouças - Curitiba/Pr",Aluguel,"R$ 1.650,00","Condomínio R$ 0,00","IPTU R$ 93,35",2,0.0,80m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/14800001/apartamento-2-quartos-cidade-de-novara-campo-de-santana-curitiba/,Apartamento 2 Quartos Campo De Santana 41m²,"Rua Ângelo Tozim, 1231, Campo De Santana - Curitiba/Pr",Aluguel,"R$ 600,00","Condomínio R$ 380,00","IPTU R$ 20,42",2,1.0,41m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/15969001/apartamento-2-quartos-cidade-de-padova-campo-de-santana-curitiba/,Apartamento 2 Quartos Campo De Santana 44m²,"Rua Ângelo Tozim, 1060, Campo De Santana - Curitiba/Pr",Aluguel,"R$ 690,00","Condomínio R$ 390,00","IPTU R$ 25,29",2,1.0,44m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/12316001/apartamento-3-quartos-spazio-canto-dolce-capao-raso-curitiba/,Apartamento 3 Quartos Capao Raso 89m²,"Rua Marechal Octavio Saldanha Mazza, 6650, Capao Raso - Curitiba/Pr",Aluguel,"R$ 1.400,00","Condomínio R$ 530,00","IPTU R$ 41,60",3,0.0,89m²,1.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/22759001/apartamento-2-quartos-spazio-canto-dolce-capao-raso-curitiba/,Apartamento 2 Quartos Capao Raso 45m²,"Rua Marechal Octavio Saldanha Mazza, 6650, Capao Raso - Curitiba/Pr",Aluguel,"R$ 1.300,00","Condomínio R$ 550,00","IPTU R$ 59,21",2,1.0,45m²,0.0,,2023-11-16,gonzaga_imoveis
https://gonzagaimoveis.com.br/imovel/16623001/apartamento-2-quartos-edificio-paul-van-limburg-capao-raso-curitiba/,Apartamento 2 Quartos Capao Raso 66m²,"Rua Domingos Gabardo, 117, Capao Raso - Curitiba/Pr",Aluguel,"R$ 1.900,00","Condomínio R$ 536,00","IPTU R$ 82,69",2,1.0,66m²,1.0,,2023-11-16,gonzaga_imoveis
