site,titulo,link,data_coleta,endereco,catacteristicas_imovel,detalhes_condominio,bairro,cidade,aluguel,condominio,seguro_incendio,iptu,area,quartos,suites,banheiros,vagas_garagem,mobiliado,piscina,academia,sacada,churrasqueira,salao_de_festas
Cilar,Apartamento no 7º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-7-andar-com-1-quarto-cristo-rei-curitiba/id/60002043/code/03625.006,2024-02-19,"AV SETE DE SETEMBRO, 1620 - CRISTO REI - Curitiba","Pontos de Referência:Hospital Cajuru- Mc Donald*s- Mercado Municipal de Curitiba- Rodoviária de Curitiba   Moderno e charmoso é este Stúdio mobiliado que fica localizado no Cristo Rei!  Cozinha com fogão elétrico, geladeira, microondas, máquina lava e seca, pia com tampo em granito e armários planejados. Cama box de casal com cabeceira. Banheiro com box em vidro e uma Sacada pra você aproveitar a vista do 7º andar!    Contendo:   - Quarto com cama de casal box, criado mudo, armários planejados  com espelho e cabeceira, cortinas.  - Banheiro social com box vidro, espelho,chuveiro eletrico e pia em granito, nichos.  - Piso  laminado Vinilico.  - Sacada fechada em vidro blindéx com portas em vidros de correr.  - Cozinha com fogão  eletrico, geladeira, microondas, maquina lava e seca,  pia com tampo em granito e armários planejados.  - Interfone, balcão com cadeiras. ","Salão de festas, Elevador, Garagem Coberta",CRISTO REI,Curitiba,1900,350.0,0,81.75,59,1,0,1,0,Sim,Não,Não,Sim,Não,Sim
Cilar,Apartamento no 32º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-32-andar-com-1-quarto-centro-curitiba/id/61038890/code/40396.002,2024-02-19,"R VISCONDE DO RIO BRANCO, 1488 - CENTRO - Curitiba",Piso porcelanato - armários - refrigerador - tampos em granito - banheiro com blindex - exelente vista panorâmica -  - Edifício tipo condominio club com ampla área de laser: piscina - spá - salão de jogos - salão de festas - sauna - academia - espaço mulher - pista de dança,"Salão de festas, Elevador, Portaria 24h",CENTRO,Curitiba,1875,660.0,0,67.25,64,1,0,1,0,Não,Não,Não,Não,Não,Sim
Cilar,Apartamento no 1º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-2-quartos-cabral-curitiba/id/63542317/code/AP1588,2024-02-19,"Rua Campinas, 266 - Cabral - Curitiba","Apartamento com 2 dormitórios para alugar, 63,35 m² por R$ 1.850,00/mês - Cabral - Curitiba/PR   Excelente apartamento com peças amplas no 1º andar. Bem localizado em rua tranquila no Cabral próximo a FAP e do setor de agrárias da UFPR.   O apartamento conta com:  - 02 Quartos amplos  - 01 sala com sacada  - 01 cozinha com balcão de pia  - 01 área de serviço  - 01 Banheiro social com armarinho com pia  - 01 vaga grande de garagem individual coberta.  - Piso de cerâmica.   Agende hoje mesmo uma visita com a nossa equipe e confira!  Valores sujeitos à alteração sem aviso prévio.",Garagem Coberta,Cabral,Curitiba,1850,394.17,0,92.0,88,2,0,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento no 8º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-8-andar-com-1-quarto-centro-curitiba/id/61753435/code/04566.001,2024-02-19,"R DOUTOR PEDROSA, 152 - CENTRO - Curitiba","Pontos de Referência: Shopping Curitiba, Comando do Corpo de Bombeiros do Paraná, Farmácias Nissei e Praça Rui Barbosa.   Excelente apartamento mobiliado em ótima localização.   Contendo:   - Sala para dois ambientes, sofá, TV, painel, rack, escrivaninha para notebook, tapete, luminária, sofá pequeno, cortinas, quadro, piso laminado, cadeira, mesa em vidro com 3 cadeiras e armário suspenso.  - Cozinha com armários, micro-ondas, forno, fogão, pia com tampo em granito, balcão, passa prato e geladeira.  - Banheiro com box em vidro, pia com tampo em granito, ducha à gás, armário de pia, espelho de parede e ducha íintima.  - Quarto com cama de casal, cabeceira, criado mudo, abajur, cortina, colcha, piso laminado, armário, cadeira, poltrona, rack, piso laminado e quadro.     Condomínio com:    - Portaria 24h.  - Interfone.  - Central de gás.  - 02 Elevadores.  - Salão de Festas.  - Bicicletário.  - Lavanderia Coletiva.  - Academia.  - Sauna com jacuzzi.  - Mini mercado.  ","Salão de festas, Elevador, Portaria 24h",CENTRO,Curitiba,1850,738.0,0,67.65,64,1,0,1,0,Sim,Não,Não,Não,Não,Sim
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-agua-verde-curitiba/id/63259742/code/198196,2024-02-19,"R Candido Xavier, 1426 - água Verde - Curitiba","Imediações: FESTIVAL ÁGUA VERDE   Detalhes: 02 QUARTOS, SENDO UM COM ARMÁRIOS, SALA  COM SACADA, ARMÁRIO, PAINEL E PERSIANA, BANHEIRO COM ARMÁRIO E BOX, COZINHA COM ARMÁRIOS, ÁREA DE SERVIÇOS CONJUGADA COM A COZINHA.
  PINTURA NOVA, PISO LAMINADO.
  AQUECIMENTO ELÉTRICO, GÁS ENCANADO.
  VAGA DE GARAGEM N° 17.
  CONDOMÍNIO POSSUI PORTARIA (SEGUNDA A SEXTA DAS 08H AS 00H, SÁBADOS DAS 08H AS 16H) SALÃO EXTERNO COM CHURRASQUEIRA, BICICLETÁRIO, PLAYGROUND E ELEVADOR.
  CONDOMÍNIO VENCIMENTO 10/01/2024 R$ 635,30
  TAXAS EXTRAORDINÁRIAS R$ 284,04 (REEMBOLSÁVEL)
  TRANSVERSAIS R PROFESSOR ÁLVARO JORGE E R PROF DÁRIO VELOSO
  * VISITAS AGENDADAS E ACOMPANHADAS E COM AUTORIZAÇÃO *  ***** Atualizado em 19/02/2024 09:14 *****","Elevador, Garagem Coberta",água Verde,Curitiba,1850,353.5,0,75.38,78,2,0,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento com 3 quartos,https://cilar.com.br/alugar/apartamento-com-3-quartos-fazendinha-curitiba/id/62640241/code/BG03909001,2024-02-19,"Rua João Dembinski, 2380 - Fazendinha - Curitiba","Belíssimo apartamento no Residencial Quintas de São Francisco disponível para locação composto de:

- Sala para 2 ambientes, rack e painel para TV, canto alemão moderno para 4 ugares, teto rebaixado com iluminação em led,
- Cozinha com armários planejados, 
- Lavanderia conjugada com a cozinha com armários e tanque,
- Banheiro social com armário, espelho e box blindex,
- 3 Quartos, todos com armários planejados, um transformado escritório, com uma bancada para estudos e ou home office,
- 1 Vaga de garagem rotativa descoberta

FCI: R$ 111,00
Seguro incêndio: R$ 19,59
Valores sujeitos a alterações","Piscina, Salão de festas, Playground, Portaria 24h, Garagem Coberta",Fazendinha,Curitiba,1850,647.0,0,44.22,787,3,0,1,0,Não,Sim,Não,Não,Não,Sim
Cilar,Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-sao-francisco-curitiba/id/63886467/code/00700.034,2024-02-19,"R NILO PECANHA, 36 - SAO FRANCISCO - Curitiba","- ED. VITÓRIA RÉGIA - Excelente apartamento em ótima localização no São Francisco, próximo da Praça do Gaúcho, com vários tipos de comércio em seu entorno, SEMI MOBILIADO, sendo composto por 1 sala para 2 ambientes, cozinha, área de serviço com tanque, 2 dormitórios, 1 banheiro socia com box blindex e 1 vaga de garagem. Possui também churrasqueira coletiva.    *Valor do aluguel bruto R$ 2.176,00 - bonificação para pagamento em dia, no valor de R$ 326,00 (bonificação válida a partir do 2° mês cheio de locação). Aluguel líquido R$ 1.850,00 + taxas (Condomínio + IPTU + seguro incêndio + FCI de 6% (seis por cento) sobre o aluguel líquido). *Verificar com o consultor o valor final da locação.*   *Valores sujeitos a alteração sem aviso prévio.   Obs.: Imagens meramente ilustrativas. ",Garagem Coberta,SAO FRANCISCO,Curitiba,1850,250.0,0,71.71,90,2,0,1,0,Sim,Não,Não,Não,Não,Não
Cilar,Apartamento no 13º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-13-andar-com-1-quarto-cristo-rei-curitiba/id/55903662/code/03687.001,2024-02-19,"AV PRESIDENTE AFFONSO CAMARGO, 633 - CRISTO REI - Curitiba","Pontos de Referência:  Rodoferroviária, Mercado Municipal,  Serviço Distrital do Cajuru e Estádio Durival Britto.   Excelente apartamento mobiliado em ótima localização e uma vaga de garagem.   Contendo:   - Sala com sofá e armários.  - Quarto com cama de casal, criados mudos e armários.  - Banheiro social com armário e box blindex.  - Cozinha estilo americana com armários, microondas, geladeria, cooktop e máquina de lavar embutida no armário anexo a cozinha .  - Balcão com banquetas.       ","Piscina, Salão de festas, Elevador, Portaria 24h, Garagem Coberta",CRISTO REI,Curitiba,1850,626.0,0,87.47,86,1,0,1,0,Sim,Sim,Não,Não,Não,Sim
Cilar,Apartamento no 1º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-2-quartos-sao-francisco-curitiba/id/55990504/code/AP0686,2024-02-19,"Travessa General Francisco Lima e Silva, 22 - São Francisco - Curitiba","SEM TAXA DE CONDOMÍNIO!   Apartamento  para locação em Curitiba, no bairro São Francisco, localizado próximo ao Colégio Adventista Bom Retiro e do Shopping Muller.   Contendo 2 dormitórios, sala para 2 ambientes, banheiro social com box em vidro temperado, cozinha com armário embutido, eletrodomésticos (fogão 4 bocas, geladeira, micro-ondas) e área de serviço com máquina de lavar roupa. Sem vaga de garagem.   O consumo de água será rateado entre as 4 unidades do prédio.   Condições de locação:  - Valor do aluguel R$ 2220,00;  - Valor da bonificação R$ 370,00;  - Valor líquido R$ 1850,00.  OBS: 1) O consumo de água será rateado entre as 4 unidades do prédio;  2) O seguro incêndio do imóvel será parcelado em doze vezes.  3) Será cobrado taxa de Fundo de Conservação do Imóvel de 5%, aplicado sobre o valor do aluguel.",,São Francisco,Curitiba,1850,,0,49.78,60,2,0,1,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 3º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-3-andar-com-3-quartos-xaxim-curitiba/id/64343303/code/AP0569,2024-02-19,"RUA FRANCISCO DEROSSO, 375 - XAXIM - Curitiba","Apartamento em condomínio Clube em Ótima localização estando pertinho do Tubo do Xaxim do Inter 2, os tubos do Xaxim da Linha Verde, próximo a Farmácia, Supermercados, Shopping Boulevard, bancos e vários comércio da região.  O imóvel possui 03 dormitórios, sendo 01 suíte estando os três com armários, Sala para 02 ambientes, Bwc social, Sacada com churrasqueira, Cozinha com armários, àrea de serviço com armário e vaga de estacionamento. Todo o apartamento tem aquecimento a gás.  O condomínio possui 02 portarias 24 horas dando acesso a Linha Verde e a Rua Francisco Desosso, além de toda comodidade que um condomínio Clube pode te oferecer com academia, piscina, churrasqueira, salões de festa gourmet, espaço mulher, playground, piscina e muito mais.   ALUGUEL BRUTO: R$ 2.000,00  BONIFICAÇÃO: R$ 200,00  IPTU: R$ Em breve  SEGURO INCÊNDIO: R$ 56,00  CONDOMÍNIO: R$ 350,00   **O VALOR DO CONDOMÍNIO REFERE-SE A TAXA CONDOMINIAL**  ***O VALOR DO ALUGUEL E ENCARGOS DO PRESENTE IMÓVEL PODERÃO SER ALTERADOS SEM AVISO PRÉVIO ***","Piscina, Academia, Salão de festas, Churrasqueira, Playground, Quadra de esportes, Elevador, Espaço gourmet, Segurança monitorada, Portaria 24h, Garagem Coberta",XAXIM,Curitiba,1800,350.0,0,,86,3,1,1,1,Não,Sim,Sim,Sim,Sim,Sim
Cilar,Apartamento com 1 quarto,https://cilar.com.br/alugar/apartamento-com-1-quarto-centro-curitiba/id/63318284/code/38514.001,2024-02-19,"R VICENTE MACHADO, 15 - CENTRO - Curitiba","O Residencial Central Park Residence oferece uma experiência de moradia incomparável, com uma infraestrutura que atende a todas as suas necessidades. Desfrute de momentos inesquecíveis em um ambiente que prioriza o conforto e a diversão para todas as idades, com área de recreação, piscina aquecida, espaço gourmet, SPA com hidro, sala fitness, sauna seca e úmida, sala de massagem, salão de festa, churrasqueira coletiva, cyber home e lavanderia. Apartamento com sala bem arejada, ensolarada, equipada com rack e persiana, com acesso á sacada com churrasqueira, cozinha tipo americana, moderna e funcional, com armários planejados, balcão de pia, fogão cooktop, geladeira, microondas e exaustor, dormitório com armário planejado e cama, banheiro completo, com box em vidro temperado, armário e espelho, e 01 vaga de garagem inclusa. Venha fazer parte dessa experiência única de moradia! Agende uma visita!   ** TAXAS A CONFIRMAR  **  https:--www.youtube.com-watch?v=3-AxYgjv6bs ","Piscina, Academia, Salão de festas, Elevador, Portaria 24h, Garagem Coberta",CENTRO,Curitiba,1800,600.0,0,90.31,68,1,0,1,0,Não,Sim,Sim,Sim,Não,Sim
Cilar,Apartamento no Centro,https://cilar.com.br/alugar/apartamento-no-centro-centro-curitiba/id/63717391/code/02840.003,2024-02-19,"Rua Marechal Deodoro, 1329 - Centro - Curitiba","EXCELENTE APARTAMENTO  COZINHA ESTILO AMERICANA COM ARMÁRIOS  DORMITÓRIO COM ARMÁRIO  BWC COM ARMÁRIO E BLINDEX  SACADA  AR CONDICIONADO  VAGA DE GARAGEM N.º 8 NO 1º SUBSOLO  - LAVANDERIA COLETIVA   *** TAXAS COM VALORES APROXIMADOS ***   Condomínio 05/01/2024  Gás  Consumo  R$ 30,17 +Lavanderia R$ 35,00 +  Quota Ordinária R$ 578,06 + tarifa bancaria R$ 3,90 + Água R$ 98,68 + Fundo reserva R$ 28,90   O LOCATÁRIO fica responsável pelo pagamento das taxas para realização das vistorias de Entrada e de Saída quando da desocupação do imóvel, sendo tais custos fixados no valor correspondente a 15% (quinze por cento) do valor atualizado da locação, com o valor mínimo estabelecido de R$ 200,00 (duzentos reais) para imóveis não mobiliados. Imóveis semi-mobiliado / mobiliado taxa mínima 18 %.  ** Visitas Acompanhadas com carta de autorização ***  ","Salão de festas, Churrasqueira, Playground, Garagem Coberta",Centro,Curitiba,1800,766.91,0,93.6,54,0,0,0,0,Sim,Não,Não,Sim,Sim,Sim
Cilar,Apartamento no 11º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-11-andar-com-1-quarto-bigorrilho-curitiba/id/62789393/code/%20ANG%201302,2024-02-19,"Rua Gastão Câmara, 645 - Bigorrilho - Curitiba","Encante-se com a diversidade do bairro Bigorrilho!  A região é um misto de agitação e tranquilidade, proporcionando a harmonia  perfeita entre as belas paisagens locais e o sossego. More próximo ao Parque Barigui, comércios, serviços, com grande variedade de padarias, mercados, restaurantes, lavanderias, escolas, academias, bancos, lotéricas e muito mais.   Excelente apartamento com sala para dois ambientes com estante e sofá e espelhos, 01 dormitório com armários e cabeceira, banheiro social com hidromassagem, cozinha com armários planejados, lavanderia.  01 vaga de garagem nº 29 localizada no 2º subsolo.   Taxa de condomínio: R$ 603,32 + Fundo de reserva: R$ 60,33 + Taxa de boleto bancário: R$ 2,80  Total: R$ 666,45   ** Taxas valores aproximados ***   O LOCATÁRIO fica responsável pelo pagamento das taxas para realização das vistorias de Entrada e de Saída quando da desocupação do imóvel, sendo tais custos fixados no valor correspondente a 15% (quinze por cento) do valor atualizado da locação, com o valor mínimo estabelecido de R$ 200,00 (duzentos reais) para imóveis não mobiliados. Imóveis semi-mobiliado / mobiliado taxa mínima 18 %. ","Academia, Salão de festas, Playground, Elevador, Portaria 24h, Hidromassagem, Garagem Coberta",Bigorrilho,Curitiba,1800,666.45,0,98.39,90,1,0,1,0,Sim,Não,Sim,Não,Não,Sim
Cilar,Apartamento no 9º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-9-andar-com-2-quartos-portao-curitiba/id/62366241/code/AP0695,2024-02-19,"Avenida República Argentina, 2777 - Portão - Curitiba","Apartamento duplex para locação em Curitiba, no bairro Portão, Ed. Zodíaco, localizado em frente ao cartório do Portão e próximo ao Supermercado Carrefour, igreja do Portão e Mac Donald Portão.    Contendo 2 dormitórios, sendo 1 suite, com armários embutidos,  sendo um dos quartos com cama de casal e closet, sala para 2 ambientes com armário de mesa com tampo em vidro, lavabo, cozinha e área de serviço integrados e com armário embutido e uma vaga de garagem.   O condomínio é composto por duas torres e conta com portaria remota, amplo salão de festas e sala de ginástica equipada.   Condições de locação:  - Valor do aluguel R$ 2160,00;  - Valor da bonificação R$ 360,00;  - Valor líquido R$ 1800,00.  OBS: 1) O valor do condomínio informado está sujeito a alterações sem aviso prévio e varia de acordo com o custo de administração do condomínio e já está com as taxas extraordinárias descontada. Sugerimos consultar o valor junto a administradora/síndico antes do fechamento da locação;  2) O seguro incêndio do imóvel será parcelado em doze vezes.  3) Será cobrado taxa de Fundo de Conservação do Imóvel de 5%, aplicado sobre o valor do aluguel.",Garagem Coberta,Portão,Curitiba,1800,630.0,0,124.53,123,2,1,2,0,Não,Não,Não,Não,Não,Não
Cilar,Apartamento no 2º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-2-andar-com-3-quartos-vila-izabel-curitiba/id/54019364/code/AP0397,2024-02-19,"Rua Professor Dario Velloso, 378 - Vila Izabel - Curitiba","Sala com sacada integrada, fechada em vidro  - Banheiros com box em vidro  - 02 vagas para carros de pequeno porte",Garagem Coberta,Vila Izabel,Curitiba,1800,562.0,0,,118,3,1,1,0,Não,Não,Não,Sim,Não,Não
Cilar,Apartamento no 5º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-5-andar-com-3-quartos-santa-candida-curitiba/id/60246311/code/AP1563,2024-02-19,"Rua João Mequetti, 759 - Santa Cândida - Curitiba","Apartamento com 3 dormitórios sendo um closet para alugar, 58 m² por R$ 1.800/mês - Santa Cândida - Curitiba/PR   3 quartos no Santa Cândida, onde cada espaço foi meticulosamente projetado para oferecer o máximo de conforto e elegância. Totalmente mobiliado e decorado com bom gosto.  -Sala em dois ambientes, destacando-se pela harmoniosa combinação de móveis. A sala conta com um rack, um sofá acolhedor e uma mesa de jantar com capacidade para 4 pessoas, proporcionando um ambiente aconchegante para receber amigos e familiares.  -A cozinha moderna é equipada com armários planejados, fogão e geladeira, oferecendo tanto funcionalidade quanto estilo.   -A área de serviço apresenta uma máquina lava e seca, proporcionando praticidade ao dia a dia.  -O quarto de casal dispõe de uma cama super king, enquanto o quarto de solteiro conta com uma cama principal e uma cama auxiliar, ideal para visitantes. O 3º quarto foi adaptado para um espaçoso closet.  -A sacada, com uma churrasqueira a carvão, oferece um espaço adicional para relaxar e apreciar a vista para o bosque.  - O banheiro social com box de vidro.  Este apartamento ainda conta com uma vaga de garagem livre e coberta, a número 57, garantindo comodidade e segurança aos moradores.  Localizado em uma região privilegiada, próximo a comércios locais e facilidades urbanas, este apartamento é a escolha perfeita para quem busca um estilo de vida contemporâneo e confortável.   Agende hoje mesmo uma visita com a nossa equipe e confira!  Ref: 04071.001   *Taxas com valores aproximados*  Valores sujeitos à alteração sem aviso prévio.",Garagem Coberta,Santa Cândida,Curitiba,1800,569.78,0,91.07,69,3,0,1,0,Sim,Não,Não,Sim,Não,Não
