site,titulo,link,data_coleta,endereco,atributos,descricao,bairro,cidade,aluguel,condominio,seguro_incendio,iptu,area,quartos,suites,banheiros,vagas_garagem,mobiliado,piscina,academia,sacada,churrasqueira,salao_de_festas
Apolar,"Apartamento Residencial para Locação no Bigorrilho em Curitiba, 91 m²",https://www.apolar.com.br/alugar/curitiba/bigorrilho/alugar-residencial-apartamento-curitiba-bigorrilho-9745,2024-02-19,"Rua Bruno Filgueira, 1873, Bigorrilho - Curitiba","91 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Bigorrilho Imóvel com gestão exclusiva ApolarExcelente apartamento com piso laminado, localizado no bairro Bigorrilho na região de Curitiba, contendo;- Sala ampla.- Cozinha planejada com pia tampo em granito. - Área de serviço com tanque e armário.- 2 Dormitórios com moveis planejados, sendo 1 de solteiro e um de casal.- Bwc social com armário e pia- Vaga de Garagem N 14 CRECI: J-00158",Bigorrilho, Curitiba,2000.0,380.0,35.63,,91.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Cascatinha em Curitiba, 92 m²",https://www.apolar.com.br/alugar/curitiba/cascatinha/alugar-residencial-apartamento-curitiba-cascatinha-106194,2024-02-19,"Rua Prof. Francisco Basseti Júnior, 703, Cascatinha - Curitiba","92 m², 2 banheiros, 1 vaga, 2 quartos, 1 suite, , , , , , , , , ,  , pet","Apartamento com 2 quartos no Bairro Cascatinha Imóvel com gestão exclusiva ApolarCaracterísticas:Descubra o conforto e a elegância neste apartamento,situado no prestigiado bairro de Santa Felicidade. A localização é privilegiada, a poucos metros da Universidade Tuiuti, postos de gasolina, panificadoras, restaurantes e do parque Barigui.O apartamento dispõe de:Dois dormitórios sendo uma suíteSala CozinhaChurrasqueiraBanheiroApartamento garden com área externa muito espaçosa e coberta,ideal para seu lazer e conforto.Vantagens:Ótima localização, a região é bem servida demercados, farmácias, bancos, colégios e outros comércios. Área Comum:• Academia• Área de serviço• Churrasqueira• Cozinha• Elevador• Interfone• Mobiliado• Quintal• Salão de festas• Varanda• Varanda gourmetProximidades:Universidade Tuiuti, Parque BariguiInformações Adicionais:Andar: térreoAquecimento: gásÁrea total: 92,18m²Área privativa:53,56m²Elevador: simEdifício: Tulio IVEntre Ruas: Nicolau José Gravina e R. Candido HartmannGaragem: sim**SEM VALOR DE IPTU LANÇADO - AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232",Cascatinha, Curitiba,2000.0,415.42,35.63,,92.0,2.0,1.0,2.0,1.0,Sim,Não,Sim,Não,Sim,Sim
Apolar,"Apartamento Residencial para Locação no Portão em Curitiba, 74 m²",https://www.apolar.com.br/alugar/curitiba/portao/alugar-residencial-apartamento-curitiba-portao-106257,2024-02-19,"Rua Amadeu Do Amaral, 1648, Portão - Curitiba","74 m², 1 banheiro, 1 vaga, 3 quartos","Apartamento com 3 quartos no Bairro Portão Imóvel com gestão exclusiva ApolarMorar no bairro Portão, em Curitiba, oferece uma experiência residencial marcada por uma atmosfera tranquila, infraestrutura completa e uma comunidade acolhedora. O bairro oferece uma qualidade de vida equilibrada, onde os moradores podem desfrutar da tranquilidade do ambiente residencial, mas ainda têm acesso fácil a serviços e atividades urbanas.Características:Ótimo apartamento com excelente iluminação natural , ensolarada no bairro Portão.Os destaques deste imóvel são: Sala ampla e iluminada com painel para TV, espelho que da amplitude no ambiente, cortinas corta luz, teto rebaixado com iluminação estratégica;Copa com balcão;Cozinha toda equipada com armários planejados, pia, Cooktop, micro-ondas, geladeira, piso em cerâmica, oferecendo praticidade e organização;Três dormitórios, com piso laminado, cortinas, um dos dormitórios sendo closet;Banheiro com armário, espelho, louca e box de vidro, atendendo às necessidades dos moradores e visitantes;Área de serviço separada dacozinha, com tanque, armário, varal de teto, toda revestida em cerâmica, garantindo praticidade nas tarefas do dia a dia.Uma vaga de garagem, oferecendo segurança e comodidade para estacionar o veículo. Vantagens:Ótima localização. A região é bem servida demercados, farmácias, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo a apartamento, ensolarado e ventilado.Área Comum: Garden Proximidades: Capela Nossa Senhor Auxiliadora, Academia PHD.Informações Adicionais:Área privativa: 74,13m²Área total: 54,06m²Elevador: nãoEdifício: AmadeusAndar: 4°Garagem: sim**Valor de iptu 2024 ainda não disponível, será lançado assim que for disponibilizado** CRECI: J-04232",Portão, Curitiba,2000.0,326.0,30.94,,74.0,3.0,,1.0,1.0,Não,Não,Sim,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Campina Do Siqueira em Curitiba, 49 m²",https://www.apolar.com.br/alugar/curitiba/campina-do-siqueira/alugar-residencial-apartamento-curitiba-campina-do-siqueira-27948,2024-02-19,"Rua André Kaviski, 136, Campina Do Siqueira - Curitiba","49 m², 1 quarto, 1 suite","Apartamento com 1 quarto no Bairro Campina Do Siqueira Imóvel com gestão exclusiva ApolarCaracterísticas:- Lindo apartamento com excelente localização, no bairro campina do Siqueira - Contendo: Salapara dois ambientes com piso cerâmico, com saída para sacada- Cozinha com armários sob medida, bancão com tampa em granito, fogão cooktop, conjugada com área de serviço - 1 Dormitório com piso cerâmico, armários, sendo suite, bwc com box de vidro, espelho Vantagens:Local seguro.Região com toda infraestrutura de transportes, serviço e área comercialÁrea comum:Portão eletrônicoSalão de festas Espaço com churrasqueiraProximidades:Loja Daju Escola estadual Padre olímpio de souzaFord Barigui Informações Adicionais:Área total: 49,94m²Área privativa: 35,54 m²Suite: SimAquecimento: ElétricoElevador: Sim Garagem: Não CRECI: J-00158",Campina Do Siqueira, Curitiba,2000.0,410.0,26.26,,49.0,1.0,1.0,,,Não,Não,Não,Sim,Sim,Sim
Apolar,"Apartamento Residencial para Locação no Centro Cívico em Curitiba, 34 m²",https://www.apolar.com.br/alugar/curitiba/centro-civico/alugar-residencial-apartamento-curitiba-centro-civico-87743,2024-02-19,"Avenida Cândido De Abreu, 70, Centro Cívico - Curitiba","34 m², 1 quarto, pet","Apartamento com 1 quarto no Bairro Centro Cívico Imóvel com gestão exclusiva ApolarLINDO APARTAMENTO EM LOCALIZAÇÃO PRIVILEGIADA NO CENTRO CIVICO, EM FRENTE AO SHOPPING MUELLER, CONTENDO:- SALA COM SOFÁ, MESA COM 3 CADEIRAS, MESA CONJUGADA COM ESTANTE PARA ESCRITÓRIO - PEQUENA SACADA- 01 DORMITÓRIO COM CAMA, COLCHÃO E ARMÁRIOS PLANEJADOS - BANHEIRO COM ARMÁRIO E BOX EM VIDRO- COZINHA COM ARMÁRIOS PLANEJADOS, FOGÃO, EXAUSTOR, GELADEIRA DUPLEX - CONDOMÍNIO OFERECE ÁREA DE LAZER COM: PISCINA,ACADEMIA, SALA DE PILATES, SALÃO DEDE FESTAS, SALA DE JOGOS E CHURRASQUEIRA;- LAVANDERIA COMPARTILHADA- PORTARIA 24H- NÃO POSSUI VAGA DE GARAGEM CRECI: J-04136",Centro Cívico, Curitiba,2000.0,749.02,26.26,,34.0,1.0,,,,Não,Sim,Sim,Sim,Sim,Não
Apolar,"Apartamento Residencial para Locação no Juvevê em Curitiba, 141 m²",https://www.apolar.com.br/alugar/curitiba/juveve/alugar-residencial-apartamento-curitiba-juveve-87780,2024-02-19,"Rua Manoel Eufrásio, 293, Juvevê - Curitiba","141 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Juvevê Imóvel com gestão exclusiva ApolarEXCELENTE APARTAMENTO LOCALIZADO PRÓXIMO AOS PRINCIPAIS COMÉRCIOS DA REGIÃO DO JUVEVÊ. - SALA AMPLA E AREJADA PARA DOIS AMBIENTES COM VIDROS EM TODA EXTENSÃO- SACADA AMPLA E COM TELA DE PROTEÇÃO- LAVABO- DOIS QUARTOS, SENDO UMA SUÍTE COM ARMÁRIO EMBUTIDO- O OUTRO QUARTO POSSUI CLOSET- BANHEIRO SOCIAL - COZINHA AMPLA COM ARMÁRIOS E COOKTOP 4 BOCAS- LAVANDERIA COM TANQUE- SAÍDA DE SERVIÇO - DEPENDENCIA DE EMPREGADA COM GUARDA-ROUPA E BANHEIRO. CRECI: J-04136",Juvevê, Curitiba,2000.0,1700.0,48.51,,141.0,2.0,,,1.0,Não,Não,Não,Sim,Não,Não
Apolar,"Apartamento Residencial para Locação no Cabral em Curitiba, 85 m²",https://www.apolar.com.br/alugar/curitiba/cabral/alugar-residencial-apartamento-curitiba-cabral-106218,2024-02-19,"Rua Cel Amazonas Marcondes, 250, Cabral - Curitiba","85 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Cabral Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente Apartamento no bairro Cabral, em localização privilegiada, contendo:Sala ampla para dois ambientesCozinhaLavanderia individualwc social com box2 dormitórios amplos com armáriosImportante: Todos os móveis e eletros sairão do imóvel após a locação, ficando somente armários dos dormitórios.Vantagens:Apartamento amplo e arejado, condomínio está próximo a uma variedade de opções de lazer, compras e serviços. Com fácil acesso a importantes vias da cidade.Proximidades:Próximo ao Carrefour Avenida Paraná, terminal do Cabral.Informações Adicionais:Aquecimento: elétricoÁrea total: 85 m2Informações Adicionais:Aquecimento: ElétricoElevador: simÁrea total: 85 m2Área privativa: 55 m²Entre Ruas: Canadá e NicaraguaGaragem: Sim CRECI: J-04232",Cabral, Curitiba,2000.0,455.79,33.28,,85.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Campo Comprido em Curitiba, 67 m²",https://www.apolar.com.br/alugar/curitiba/campo-comprido/alugar-residencial-apartamento-curitiba-campo-comprido-24458,2024-02-19,"Rua João Alencar Guimarães, 1934, Campo Comprido - Curitiba","67 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Campo Comprido Imóvel com gestão exclusiva ApolarExcelente apartamento novo para 1° locação no Condomínio Reserva do Bosque, contendo: - Sala para 02 ambientes- Cozinha - Bwc social - Área de serviço - 02 Dormitórios - Estacionamento descoberto para 01 veículo N° 145Condomínio oferece: - Quadra poliesportiva- Piscina- Espaço gourmet decorado- Espaço Kids - Quiosque com churrasqueira - Estar fogo de chãoCRECI: J-00158",Campo Comprido, Curitiba,1920.0,580.0,29.77,,67.0,2.0,,,1.0,Não,Sim,Não,Não,Sim,Não
Apolar,"Apartamento Residencial para Locação no Vila Izabel em Curitiba, 90 m²",https://www.apolar.com.br/alugar/curitiba/vila-izabel/alugar-residencial-apartamento-curitiba-vila-izabel-102666,2024-02-19,"Rua Bororós, 252, Vila Izabel - Curitiba","90 m², 1 banheiro, 1 vaga, 3 quartos","Apartamento com 3 quartos no Bairro Vila Izabel Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente apartamento todo reformado, a poucos metros do Shopping Água Verde, Supermercado Festval, rua tranquila, contendo:Sala para dois ambientes, pantográficas;Cozinha com armários;LavanderiaBwc social com box de vidro, pia e espelho.03 dormitórios com armários.Uma vaga de Garagem.Vantagens:Apartamento em excelente localização, próximo a mercado, shopping, hospital, farmácias, ônibus, lotérica. Ótima mobilidade urbana e fácil acesso ao centro.Proximidades: Supermercado Festval, Shopping Água Verde.Informações Adicionais:Andar: 2Aptos por andar: 2Aquecimento: elétricoÁrea total: 90m2Área privativa: 84m2Elevador: nãoEdifício: PalermoGaragem: Sim CRECI: J-04232",Vila Izabel, Curitiba,1900.0,500.0,34.45,,90.0,3.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Batel em Curitiba, 100 m²",https://www.apolar.com.br/alugar/curitiba/batel/alugar-residencial-apartamento-curitiba-batel-106292,2024-02-19,"Avenida Vicente Machado, 2714, Batel - Curitiba","100 m², 1 banheiro, 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Batel Imóvel com gestão exclusiva ApolarCaracterísticas: Este lindo apartamento, arejado e bem iluminado, combina o conforto espaçoso com uma localização privilegiada, oferecendo o equilíbrio perfeito entre comodidade e estilo de vida. Situado em um dos bairros mais desejados entre Batel e Campina do Siqueira, a região oferece vários diferenciais.Apartamento com dois dormitórios, sendo um com armários completo (sem cama) e outro com guarda-roupasSala para dois ambientes com mesa e cadeirasCozinha com pia e armários planejadosLavanderia com tanqueBanheiro socialVantagens: Ótima localização, a região é bem servida de mercados, farmácias, bancos, colégios , parques, hospitais, clínicas e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo ao imóvel e interligando ao Centro ou aos principais terminais de ônibus. Área Comum: Portaria 24 horasProximidades: Pátio Vicente Machado, Hospital Onix, Hospital Santa Cruz, Hospital Cruz VermelhaInformações Adicionais: Andar: 1Aquecimento: Elétrico Área total: 100m²Área privativa: 88,87m² Elevador: não Entre Ruas: Lourença Gbur e Romualdo Antonio BaraúnaGaragem: uma vaga rotativa CRECI: J-04232",Batel, Curitiba,1900.0,523.61,36.8,,100.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Cristo Rei em Curitiba, 119 m²",https://www.apolar.com.br/alugar/curitiba/cristo-rei/alugar-residencial-apartamento-curitiba-cristo-rei-106205,2024-02-19,"Rua Oyapock, 49, Cristo Rei - Curitiba","119 m², 2 banheiros, 1 vaga, 3 quartos, 1 suite, , , , , , , , , ,  , pet","Apartamento com 3 quartos no Bairro Cristo Rei Imóvel com gestão exclusiva ApolarCaracterísticas:Belo apartamento, semi mobiliado no condomínio Guarujá, com uma vista belíssima, oitavo andar, na divisa entre o Cristo Rei e Alto da XV, próximo ao Jardim Botânico e em ótimo estado de conservação, contendo:- Sala ampla, com dois ambientes, piso em parquet. Há uma mesa com quatro cadeiras, duas estantes; - Sacada com a porta em alumínio;- Cozinha planejada com armários, tampo em granito, piso em porcelanato;- Área de serviço com tanque em cerâmica e piso em porcelanato;- Aquecimento a gás;- Tem três dormitórios, sendo uma suíte. Todos com piso em parquet e somente um dos quartos sem guarda roupas;- Banheiros reformados, com louça em cerâmica, piso em porcelanato, box de vidro, armários e espelho fixo;- Janelas com a esquadrias em alumínio;- Uma vaga de Garagem presa/compartilhada.Vantagens:Ótima localização, próximo ao Jardim Botânico e ao posto de gasolina. Academia, farmácia, posto de saúde, escolas, bancos. Mobilidade urbana diferenciada, pois há várias linhas de ônibus na rua interligando aos principais terminais de cidade, rodoviária, aeroporto e o centro comercial de Curitiba. Área Comum:Salão de Festas, portaria 24, sala com equipamentos para academia.Proximidades:Jardim Botânico, Hospital Marcelino Champagnat, Escola Bom Jesus, Colégio Cristo Rei, Sociedade Morgenau, Panificadora Senhores do Pão, Supermercado Condor.Informações Adicionais: Andar: 8ºAptos por andar: 4Aquecimento: á gásÁrea total: 119m²Área privativa: 78m²Elevador:simEdifício: GuarujáEntre Ruas: Rua João Pontoni, Avenida Affonso Camargo, Rua Governardor Agamennon Magalhães.Garagem: Sim - 1 vaga presa/compartilhada**OBS: SEM VALOR DE IPTU LANÇADO - AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232",Cristo Rei, Curitiba,1900.0,800.0,41.48,,119.0,3.0,1.0,2.0,1.0,Sim,Não,Sim,Sim,Não,Sim
Apolar,"Apartamento Residencial para Locação no Alto Da Rua Xv em Curitiba, 118 m²",https://www.apolar.com.br/alugar/curitiba/alto-da-rua-xv/alugar-residencial-apartamento-curitiba-alto-da-rua-xv-550789,2024-02-19,"Rua Dias da Rocha Filho, 994, Alto Da Rua Xv - Curitiba","118 m², 1 vaga, 2 quartos, 1 suite","Apartamento com 2 quartos no Bairro Alto Da Rua Xv Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento ao lado do PolloShop, piso laminado,com área de 118 m², contendo:Sala de estar para dois ambientes.Cozinha com armários fogão e pia.Lavanderia com armários, mesa e banquetas.Banheiro social com box de vidro, pia e espelho.Quarto I: com armários.Suíte com armários, painel para cabeceira.01 vaga grande de garagem..Vantagens:Bem conservado, bem localizado.Área comum:Não tem. Proximidades:Ao lado do PolloShop.Informações Adicionais:Andar: 2Aptos por andar: 04Aquecimento: elétrico.Área total: 118 m²Área privativa: 73 m²Elevador: nãoEdifício: Caroline GraceEntre Ruas: Flavio Dalegrave e Fernando de BarrosGaragem: sim. CRECI: J-04232",Alto Da Rua Xv, Curitiba,1900.0,430.0,41.48,,118.0,2.0,1.0,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Água Verde em Curitiba, 80 m²",https://www.apolar.com.br/alugar/curitiba/agua-verde/alugar-residencial-apartamento-curitiba-agua-verde-1674,2024-02-19,"Rua Guilherme Pugsley, 1674, Água Verde - Curitiba","80 m², 1 vaga, 2 quartos",Apartamento com 2 quartos no Bairro Água Verde Imóvel com gestão exclusiva ApolarCaracterísticas:Cozinha com armários.Área de Serviço com tanque.Sala Ampla.Dormitório I com armários e II.Bwc Social com box de vidro e espelho..CRECI: J-00158,Água Verde, Curitiba,1900.0,700.0,32.11,,80.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Cristo Rei em Curitiba, 66 m²",https://www.apolar.com.br/alugar/curitiba/cristo-rei/alugar-residencial-apartamento-curitiba-cristo-rei-106003,2024-02-19,"Rua Urbano Lopes, 436, Cristo Rei - Curitiba","66 m², 1 banheiro, 1 vaga, 1 quarto, pet","Apartamento com 1 quarto no Bairro Cristo Rei Imóvel com gestão exclusiva ApolarCaracterísticas:Seja bem-vindo ao seu novo lar! Este espetacular apartamento no 10º andar oferece uma vista incrível da Serra do Mar e está localizado em uma região privilegiada, com uma infraestrutura de primeira classe. Você estará a passos de tudo o que precisa, incluindo farmácias, panificadoras, mercados, pontos de ônibus, escolas e, para os amantes da natureza, o deslumbrante Parque Jardim Botânico. *Características do Apartamento:Totalmente mobiliado e pronto para morar. - Piso em porcelanato para um ambiente elegante e fácil de limpar. - Sala aconchegante com painel e rack, sofá-cama. - Cozinha completa com armários, fogão, geladeira, tanque de inox e máquina de lavar. - Quarto com base de casal, amplos armários e sapateira embutida. - Banheiro social com box de vidro. - Sacada com rede para momentos relaxantes. - 01 vaga de garagem para sua comodidade. *Recursos do Prédio:*- Prédio com apenas 8 anos de construção, lavanderia coletiva, portaria eletrônica, salão de festas, 02 elevadores.Informações Adicionais:Andar: 10Aptos por andar: Aquecimento: elétricoÁrea total: 66m²Área privativa: 33m²Elevador: simEdifício: Daiane de FátimaGaragem: sim CRECI: J-04232",Cristo Rei, Curitiba,1900.0,300.0,29.77,,66.0,1.0,,1.0,1.0,Sim,Não,Não,Sim,Não,Sim
Apolar,"Apartamento Residencial para Locação no Campo Comprido em Curitiba, 65 m²",https://www.apolar.com.br/alugar/curitiba/campo-comprido/alugar-residencial-apartamento-curitiba-campo-comprido-81911,2024-02-19,"Rua Nelson Ferreira Da Luz, 396, Campo Comprido - Curitiba","65 m², 1 vaga, 3 quartos","Apartamento com 3 quartos no Bairro Campo Comprido Imóvel com gestão exclusiva ApolarAPARTAMENTO COM 3 DORMITÓRIOS, CONTENDO:- SALA DE ESTAR PARA 2 AMBIENTES, PISO LAMINADO, SOFÁ PARA 5 LUGARES- 3 DORMITÓRIOS, SENDO 1 SUÍTE, PISO CERÂMICO- BWC SOCIAL COM PISO E REVESTIMENTO CERÂMICO- TEM 4 PAVIMENTOS, CONTENDO 2 APTO. POR ANDAR- BWC SUÍTE COM BOX, PRATELEIRA- COZINHA COM ARMÁRIOS PLANEJADOS E PIA EM AÇO INOX- ÁREA DE SERVIÇO COM TANQUE- GARAGEM PARA 1 VEÍCULO CRECI: J-04136",Campo Comprido, Curitiba,1900.0,,28.6,,65.0,3.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Centro Cívico em Curitiba, 86 m²",https://www.apolar.com.br/alugar/curitiba/centro-civico/alugar-residencial-apartamento-curitiba-centro-civico-102093,2024-02-19,"Avenida Cândido De Abreu, 180, Centro Cívico - Curitiba","86 m², 1 banheiro, 2 quartos","Apartamento com 2 quartos no Bairro Centro Cívico Imóvel com gestão exclusiva ApolarApolar aluga excelente apartamento de2 quartos no Centro Cívico Apartamento 2 dormitórios com piso laminado, sendo um com painel para tv e closet, outro com armários Bwc Social com pia em granito, espelho, armário, ducha e Box de vidroÁrea de Serviço separado com armário Cozinha estilo americana, com passa pratos em granito, armários sob medida, fogão de indução, forno elétrico e balcão com tampa em granitoSala para dois ambientes com piso laminado, cortinas e lumináriasVantagens:Localseguro, com toda a infraestrutura de transportes coletivo e comércios que atendem a região Área comum:Portaria 24 horasHall de entrada ElevadorProximidades:Shopping Mueller Banco Santander Passeio Público Informações adicionais:Elevador: SimÁrea total: 86,09 M²Área privativa: 74,26 M²Suíte: NaoEdifício: Dona VerginiaGaragem: NãoCRECI: J-04232",Centro Cívico, Curitiba,1900.0,870.0,34.45,,86.0,2.0,,1.0,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Sítio Cercado em Curitiba, 105 m²",https://www.apolar.com.br/alugar/curitiba/sitio-cercado/alugar-residencial-apartamento-curitiba-sitio-cercado-106080,2024-02-19,"Rua Agenor Antônio Rodrigues, 617, Sítio Cercado - Curitiba","105 m², 1 banheiro, 1 vaga, 3 quartos, pet","Apartamento com 3 quartos no Bairro Sítio Cercado Imóvel com gestão exclusiva ApolarCaracterísticas:Lindo apartamento duplex muito bem localizado, no bairro Sítio Cercado em Curitiba, com aproximadamente 105,86 m² em frente ao JBB Sports contendo: Piso inferior:Copa e cozinha com piso porcelanato, com bom espaço de circulação, revestida em azulejo, lavanderia , banheiro, sala para dois ambientes com piso porcelanato, e 1 dormitórioPiso superior:Contendo mais 1 banheiro social, e 2 dormitórios com piso porcelanato. Vantagens:Imóvel pronto para morarExcelente região da cidadeEnsolaradoProximidade:JBB SportsAcademia Entre ElasMercado GomesPague Menos Materiais de ConstruçãoInformações Adicionais:Aptos por andar: 2ºAquecimento: Elétrico Área total: 105,86 m²Área privativa: 105,86m²Elevador: Não Garagem: 1 vaga CRECI: J-04232",Sítio Cercado, Curitiba,1900.0,,39.14,,105.0,3.0,,1.0,1.0,Não,Não,Sim,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Pinheirinho em Curitiba, 84 m²",https://www.apolar.com.br/alugar/curitiba/pinheirinho/alugar-residencial-apartamento-curitiba-pinheirinho-87818,2024-02-19,"Rua Alberto Kosop, 280, Pinheirinho - Curitiba","84 m², 2 banheiros, 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Pinheirinho Imóvel com gestão exclusiva ApolarAPARTAMENTO BAIRRO PINHEIRINHO EM CURITIBA!- SALA COM SACADA E CHURRASQUEIRA- COZINHA COM ARMÁRIOS PLANEJADOS PIA TAMPO GRANITO, AQUECEDOR COM ARMÁRIOS- 02 DORMITÓRIOS COM ARMÁRIOS- SENDO 01 SUÍTE COM BWC BOX DE VIDRO- 01 VAGA DE GARAGEM COBERTA INDIVIDUAL NÚMERO 52- SALÃO FESTAS CRECI: J-04136",Pinheirinho, Curitiba,1888.0,392.21,33.28,53.11,84.0,2.0,,2.0,1.0,Não,Não,Não,Sim,Sim,Não
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 57 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-106293,2024-02-19,"Praça Santos Andrade, 335, Centro - Curitiba","57 m², 1 banheiro, 1 quarto","Apartamento com 1 quarto no Bairro Centro Imóvel com gestão exclusiva ApolarCaracterísticas: Apartamento muito bem localizado no Centro de Curitiba, em frente a Praça Santos Andrade com aproximadamente 57,86 m² de área total contendo:Sala para dois ambientes com piso parquet, rack, mesa com 6 cadeiras, cozinha com bom espaço de circulação com bancada em granito, geladeira, fogão de indução, forno elétrico, banheiro social com box de vidro, maquina de lavar, 01 dormitório com colchão box e cama de solteiro.Vantagens:Imóvel pronto para morarExcelente região da cidadeProximidades:Praça Santos AndradeTeatro Guairá Apolar Imóveis locaçãoPasseio PublicoInformações Adicionais:Aptos por andar: 2Aquecimento: ElétricoÁrea total: 57,86 m²Área privativa: 57,86m²Elevador: NãoSuite: NãoEdifício: Guaíra Garagem: Não. CRECI: J-04232",Centro, Curitiba,1850.0,265.09,27.43,,57.0,1.0,,1.0,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 78 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-551733,2024-02-19,"Rua Alferes Poli, 464, Centro - Curitiba","78 m², 1 vaga, 1 quarto","Apartamento com 1 quarto no Bairro Centro Imóvel com gestão exclusiva ApolarApartamento com ótimo localização e em piso laminado contendo :- Sala com sofá para dois lugares, rack com tv e mesa com quatro banquetas- Cozinha com piso cerâmico , armários pia com tampo de granito , fogão de quatro bocas e geladeira, micro-ondas philco- 01 Dormitório com cama box e armário.- Bwc Social com box blindex , pia com tampo de mármore , armário e espelho;- Área de serviço conjugada com a cozinha , com tanque, máquina de lavar e central de gás;Ótima localização central. CRECI: J-04232",Centro, Curitiba,1850.0,480.0,32.11,,78.0,1.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Água Verde em Curitiba, 84 m²",https://www.apolar.com.br/alugar/curitiba/agua-verde/alugar-residencial-apartamento-curitiba-agua-verde-106180,2024-02-19,"Rua Bento Viana, 553, Água Verde - Curitiba","84 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Água Verde Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Água Verde com:Sala de estar com painelSacadaCozinha com armários Área de serviçoBanheiro social com box de vidro2 Dormitórios sendo 1 com armário1 Vaga de garagemVantagens:Imóvel recém reformadoExcelente localização, região bem estruturada com várias opções de comércio.Proximidades:Praça do JapãoInformações Adicionais:Andar:térreoAptos por andar: 4Aquecimento: elétricoÁrea total: 84m²Área privativa: 84m²Elevador: NãoEdifício: Celize Entre Ruas: Pres. Getúlio Vargas e IguaçúGaragem: Sim**OBS: SEM VALOR DE IPTU LANÇADO - AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232",Água Verde, Curitiba,1800.0,570.0,33.28,,84.0,2.0,,1.0,1.0,Não,Não,Não,Sim,Não,Não
Apolar,"Apartamento Residencial para Locação no Ahú em Curitiba, 92 m²",https://www.apolar.com.br/alugar/curitiba/ahu/alugar-residencial-apartamento-curitiba-ahu-106299,2024-02-19,"Avenida Anita Garibaldi, 1576, Ahú - Curitiba","92 m², 2 banheiros, 2 vagas, 3 quartos, 1 suite","Apartamento com 3 quartos no Bairro Ahú Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Cabral com:Sala para 2 ambientesCozinha com armários Área de serviço Banheiro social com box de vidro3 dormitórios sendo 1 suíteBanheiro suíte com box de vidro2 vagas de garagemVantagens:Imóvel semi mobiliadoExcelente região da cidade, com várias opções de comércioÁrea Comum:Portaria 24 horasSalão de festasChurrasqueiraQuadra esportivaPlaygroundProximidades:Condor GourmetInformações Adicionais:Andar: térreoAptos por andar: 4Aquecimento: GásÁrea total:92,82m²Área privativa: 67,88 m²Elevador: NãoEdifício: Spazio CadoroEntre Ruas: Cel. Amazonas Marcondes e Santo Afonso de LigórioGaragem: Sim CRECI: J-04232",Ahú, Curitiba,1800.0,560.0,35.63,,92.0,3.0,1.0,2.0,2.0,Sim,Não,Não,Não,Sim,Sim
