site,titulo,link,data_coleta,endereco,atributos,descricao,bairro,cidade,aluguel,condominio,seguro_incendio,iptu,area,quartos,suites,banheiros,vagas_garagem,mobiliado,piscina,academia,sacada,churrasqueira,salao_de_festas
Apolar,"Apartamento Residencial para Locação no Vista Alegre em Curitiba, 80 m²",https://www.apolar.com.br/alugar/curitiba/vista-alegre/alugar-residencial-apartamento-curitiba-vista-alegre-103873,2024-02-19,"Rua Major Virgolino Esmanhotto, 160, Vista Alegre - Curitiba","80 m², 1 banheiro, 1 vaga, 3 quartos, 1 suite, , , , , , , , , ,  , pet","Apartamento com 3 quartos no Bairro Vista Alegre Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento amplo com 80m², rua e condomínio tranquilo, contendo:Salade estar para dois ambientes, cristaleira, persiana, piso laminado.Sacada com churrasqueira.Cozinha com armários.Lavanderia.Lavabo03 quartos sendo uma suíte com armários, cabeceira e balcão.Uma vaga de garagem.Vantagens:Condomínio tranquilo.Área Comum:Salão de festas, Playground, quadra de esportes.Proximidades: Panificadora Pantucci, academia de tênis Enrique PerezInformações Adicionais:Andar: 2Aquecimento: elétricoÁrea total: 80m²Área privativa: 70m²Elevador: nãoEdifício: Parque das Pedras IGaragem: Sim CRECI: J-04232",Vista Alegre, Curitiba,1600.0,650.0,32.11,,80.0,3.0,1.0,1.0,1.0,Não,Não,Sim,Sim,Sim,Sim
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 175 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-106062,2024-02-19,"Rua Treze De Maio, 18, Centro - Curitiba","175 m², 2 banheiros, 1 vaga, 3 quartos, 1 suite, , , , , , , , , ,  , pet","Apartamento com 3 quartos no Bairro Centro Imóvel com gestão exclusiva ApolarCaracterísticas:Apresentamos um apartamento localizado na Rua Treze de Maio, 18. Este imóvel oferece um espaço amplo e bem distribuído, perfeito para quem busca conforto e praticidade.O apartamento conta com três dormitórios, sendo um deles uma suíte. A sala é ampla e ventilada, proporcionando um ambiente agradável para relaxar e receber visitas. O imóvel possui duas entradas, oferecendo maior flexibilidade e conveniência.A cozinha está equipada com uma pia com tampo de inox, pronta para atender todas as suas necessidades culinárias. Além disso, o apartamento dispõe de uma área de serviço completa com banheiro e despensa, facilitando as tarefas do dia a dia.Todos os cômodos são amplos, garantindo que você e sua família tenham todo o espaço necessário. Este imóvel é uma excelente escolha para quem busca um lar confortável e bem localizado.Venha conhecer e se encantar com este apartamento na Apolar Imóveis! Aguardamos a sua visita.Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumportaria 24 horasProximidadesTeatro Guaíra, Passeio Público, Praça Santos Andrade, UFPR, Universidade Positivo Informações adicionais:Área privativa: 134,76m² Área total: 175,30m² Elevador: simEdifício: Araucáriaandar: 1ºGaragem: sim, rotativa CRECI: J-04232",Centro, Curitiba,1600.0,1172.35,55.53,,175.0,3.0,1.0,2.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Cidade Industrial em Curitiba, 77 m²",https://www.apolar.com.br/alugar/curitiba/cidade-industrial/alugar-residencial-apartamento-curitiba-cidade-industrial-106212,2024-02-19,"Rua Frei Eurico De Mello, 131, Cidade Industrial - Curitiba","77 m², 1 banheiro, 1 vaga, 3 quartos","Apartamento com 3 quartos no Bairro Cidade Industrial Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento semi mobiliado, bem aconchegante, arejado e iluminado, prédio tranquilo, rua tranquila, contendo:Sala de estar ampla para dois ambientes com painel e rack. Cozinha com armários, bancada em granito, passa pratos com balcão.Lavanderia com armários.Bwc social com box de vidro, armário. Quarto I: com armários, painel para TV, painel de cabeceira, criado mudo.Quarto II: com armários, painel de TV. cômoda, painel de TV e criado mudo.Quarto III: com cama de solteiro.01 vaga de garagem livre.Vantagens:Apartamento em excelente localização, próximo a mercados, parques, farmácias e terminal de ônibus. Ótima mobilidade urbana e fácil acesso para os bairros e Centro.Área Comum:04 salão de festas, Espaço Kids, Academia, Portaria 24 horas, Mercadinho.Informações Adicionais:Andar: 2Aquecimento: elétricoÁrea total: 77m²Área privativa: 58m²Elevador: nãoEdifício: Villagio BerganoGaragem: sim**OBS: SEM VALOR DE IPTU LANÇADO - AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232",Cidade Industrial, Curitiba,1600.0,450.0,32.11,,77.0,3.0,,1.0,1.0,Sim,Não,Sim,Não,Não,Sim
Apolar,,https://www.apolar.com.br/alugar/curitiba/cidade-industrial/alugar-residencial-apartamento-curitiba-cidade-industrial-87652,2024-02-19,", ,  -",,, -,,,,,,,,,,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Xaxim em Curitiba, 53 m²",https://www.apolar.com.br/alugar/curitiba/xaxim/alugar-residencial-apartamento-curitiba-xaxim-87724,2024-02-19,"Rua Francisco Derosso, 375, Xaxim - Curitiba","53 m², 1 vaga, 3 quartos","Apartamento com 3 quartos no Bairro Xaxim Imóvel com gestão exclusiva Apolar— EXCELENTE APARTAMENTO COM ÓTIMA LOCALIZAÇÃO, ENSOLARADO, PRÓXIMO DE BANCOS— CONDOMÍNIO COM ÓTIMA ESTRUTURA.- 03 DORMITORIOS 01 SUITE— SALA PARA 02 AMBIENTES COM SACADA— BWC SOCIAL— COZINHA COM PIA — LAVANDERIA COM TANQUE E CENTRAL DE GÁS01 VAGA DE GARAGEM DESCOBERTA N°643 CRECI: J-04136",Xaxim, Curitiba,1600.0,400.0,26.26,,53.0,3.0,,,1.0,Não,Não,Não,Sim,Não,Não
Apolar,"Apartamento Residencial para Locação no Xaxim em Curitiba, 61 m²",https://www.apolar.com.br/alugar/curitiba/xaxim/alugar-residencial-apartamento-curitiba-xaxim-106047,2024-02-19,"Rua David Tows, 1199, Xaxim - Curitiba","61 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Xaxim Imóvel com gestão exclusiva ApolarCaracterísticas: Apartamento muito bem localizado no bairro Xaxim em Curitiba, pronto para morar próximo a Apolar Imóveis Xaxim, com aproximadamente 61,67m² de área total com:Cozinha com bom espaço de circulação, revestido em azulejo, com armários, sob medida, bancado com tampa em granito, área de serviço com tanqueSala para dois ambientes, com piso laminado, sacada com churrasqueira, 2 dormitórios com piso laminado, banheiro social com box de vidro, armário, espelho e ducha. Vantagens:Imóvel pronto para morarExcelente região da cidadeEnsolaradoÁrea Comum:Portaria 24hEspaço petParquinhoProximidades:Apolar Imóveis Xaxim Mercado Bom JesusBANCO DO BRASIL - XAXIM-PR - AgênciaNichele Materiais de Construções Shopping Sports Informações Adicionais:Aptos por andar: 4Aquecimento: A gásÁrea total: 61,67m²Área privativa: 54,55m²Elevador: NãoSuite: Não Edifício: Res. Floresta Negra llGaragem: Sim, 1 Vaga CRECI: J-04232",Xaxim, Curitiba,1600.0,557.41,28.6,,61.0,2.0,,1.0,1.0,Não,Não,Não,Sim,Sim,Não
Apolar,"Apartamento Residencial para Locação no Sítio Cercado em Curitiba, 49 m²",https://www.apolar.com.br/alugar/curitiba/sitio-cercado/alugar-residencial-apartamento-curitiba-sitio-cercado-106224,2024-02-19,"Rua Guaçuí, 5890, Sítio Cercado - Curitiba","49 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Sítio Cercado Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Sitio Cercado com:Sala de estar mobiliadaCozinha com armários Área de serviço Banheiro social2 dormitórios 1 vaga de garagemVantagens:Imóvel mobiliado, pronto para morarRegião com várias opções de comércio e transporte públicoÁrea Comum:Salão de festasPlaygroundProximidades:Caixa Econômica FederalInformações Adicionais:Andar: 2Aptos por andar: 4Aquecimento: ElétricoÁrea total:49m²Área privativa: 43 m²Elevador: NãoEdifício: Novo Bairro VEntre Ruas: Eduardo Pinto da Rocha e Ary TabordaGaragem: Sim CRECI: J-04232",Sítio Cercado, Curitiba,1600.0,366.32,26.26,,49.0,2.0,,1.0,1.0,Sim,Não,Não,Não,Não,Sim
Apolar,"Apartamento Residencial para Locação no Bacacheri em Curitiba, 106 m²",https://www.apolar.com.br/alugar/curitiba/bacacheri/alugar-residencial-apartamento-curitiba-bacacheri-106274,2024-02-19,"Rua Canadá, 2148, Bacacheri - Curitiba","106 m², 2 banheiros, 1 vaga, 3 quartos, pet","Apartamento com 3 quartos no Bairro Bacacheri Imóvel com gestão exclusiva ApolarCaracterísticas:Este apartamento encantador oferece uma sala ampla que pode acomodar confortavelmente dois ambientes, equipada com um painel moderno e um rack. A cozinha é completa com armários espaçosos, uma bancada e uma pia em granito, além de uma mesa de apoio prática.O apartamento possui três dormitórios espaçosos e o banheiro social é equipado com um armário funcional e um box de vidro.Além disso, a área de serviço com tanque tem um banheiro adicional e uma despensa, oferecendo ainda mais conveniência para o seu dia a dia.Não perca a oportunidade de morar neste maravilhoso apartamento. Agende sua visita hoje mesmo!Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumPlayground, PortariaProximidadesRua da Cidadania do Boa VistaInformações adicionais:Área privativa: 89,07m² Área total: 106,47m² Elevador: nãoEdifício: Vênusandar: 1ºGaragem: sim **OBS: VALOR DE IPTU 2024 AINDA NÃO DISPONÍVEL, SERÁ LANÇADO ASSIM QUE DISPONIBILIZAR** CRECI: J-04232",Bacacheri, Curitiba,1600.0,408.82,39.14,,106.0,3.0,,2.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 115 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-551930,2024-02-19,"Travessa Frei Caneca, 39, Centro - Curitiba","115 m², 3 quartos","Apartamento com 3 quartos no Bairro Centro Imóvel com gestão exclusiva ApolarExcelente apartamento, localizado na área central na região de Curitiba, contendo;- Sala ampla, com piso em parquet- Cozinha com pia, tampo em inox- Área de serviço com tanque, varal aéreo- Bwc social com banheira, lavatório em granito, box- 01 suíte com piso em parquet e armário- 02 Dormitórios piso em parquet- Dep de serviço- Bwc serviço CRECI: J-04232",Centro, Curitiba,1600.0,700.0,41.48,,115.0,3.0,,,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Rebouças em Curitiba, 74 m²",https://www.apolar.com.br/alugar/curitiba/reboucas/alugar-residencial-apartamento-curitiba-reboucas-2388,2024-02-19,"Avenida Pres.Kennedy, 1500, Rebouças - Curitiba","74 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Rebouças Imóvel com gestão exclusiva ApolarApartamento contendo:- Sala de estar bem espaçosa com boa iluminação e piso cerâmica, janelas com as esquadrias em alumínio. Pode ser utilizada uma parte com copa e outra como sala;- 02 dormitórios todos com piso em taco, janelas com as esquadrias em alumínio;- Lavabo azulejado, piso e louça em cerâmica, chuveiro, armários espelho fixo;- Cozinha armários, piso cerâmica, pia com tampo em aço inox, janelas com as esquadrias em ferro;- Área de serviço comtanque em cerâmica, varal, armários e piso cerâmico;- 1 vaga descoberta rotativa;- Apartamento próximo ao Extra da Kennedy e da Maternidade Curitiba ônibus na Porta, estacionamento para visitante em frente, fácil acesso ao centro de Curitiba. CRECI: J-00158",Rebouças, Curitiba,1600.0,580.0,30.94,,74.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Água Verde em Curitiba, 198 m²",https://www.apolar.com.br/alugar/curitiba/agua-verde/alugar-residencial-apartamento-curitiba-agua-verde-102991,2024-02-19,"Travessa Ferreira Do Amaral, 30, Água Verde - Curitiba","198 m², 2 banheiros, 1 vaga, 3 quartos, 1 suite, , , , , , , , , ,  , pet","Apartamento com 3 quartos no Bairro Água Verde Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento mobiliado no Bairro Água Verde,bem ensolarado, face norte, em frente ao Festval, contendo:Sala para dois ambientes com sofá, mesa e balcão.Cozinha com armários, fogão, geladeira, freezer, microondas.Bwc social com box de vidro e armários.Dormitório I: com cama box de casal e cômoda.Dormitórios II: com armários e beliche.Suíte com armários com armáriosUma vaga de Garagem compartilhada.Vantagens:Apartamento em excelente localização, próximo a mercado, shopping, hospital, farmácias, ônibus, lotérica. Ótima mobilidade urbana e fácil acesso ao centro.Área Comum:Salão de festas.Proximidades: Clube Curitibano, supermercado Angeloni e Festval, Maternidade Santa Brígida. Informações Adicionais:Andar: 1Aptos por andar: 3Aquecimento: GásÁrea total: 198m²Área privativa: 108m²Elevador: simEdifício: MontressorEntre Ruas: Guilherme Pugsley e Rep. Argentina.Garagem: Sim CRECI: J-04232",Água Verde, Curitiba,1600.0,1570.0,60.22,,198.0,3.0,1.0,2.0,1.0,Sim,Não,Não,Não,Não,Sim
Apolar,"Apartamento Residencial para Locação no Centro em Curitiba, 145 m²",https://www.apolar.com.br/alugar/curitiba/centro/alugar-residencial-apartamento-curitiba-centro-105314,2024-02-19,"Rua Doutor Pedrosa, 264, Centro - Curitiba","145 m², 2 banheiros, 1 vaga, 3 quartos, 1 suite","Apartamento com 3 quartos no Bairro Centro Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento no Centro com:Ampla sala de estarCozinha com armáriosÁrea de serviço independenteDependência de empregadaBanheiro social 3 Dormitórios com armários embutidos sendo 1 suíte 1 Vaga de garagemVantagens:Imóvel recém-reformadoExcelente localização, no Centro da cidadeProximidades:Shopping CuritibaInformações Adicionais:Andar: 11°Aptos por andar: 2Aquecimento: GásÁrea total: 145m²Área privativa: 134m²Elevador: SimEdifício: Vitória RégiaEntre Ruas: Brigadeiro Franco e Lamenha LinsGaragem: Sim CRECI: J-04232",Centro, Curitiba,1600.0,800.0,48.51,,145.0,3.0,1.0,2.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Vila Izabel em Curitiba, 91 m²",https://www.apolar.com.br/alugar/curitiba/vila-izabel/alugar-residencial-apartamento-curitiba-vila-izabel-85478,2024-02-19,"Rua Prof. Dario Veloso, 110, Vila Izabel - Curitiba","91 m², 1 vaga, 3 quartos","Apartamento com 3 quartos no Bairro Vila Izabel Imóvel com gestão exclusiva ApolarEXCELENTE APARTAMENTO MOBILIADO, LOCALIZADO NO BAIRRO VILA IZABEL EM CURITIBA, BAIRRO COM ÓTIMA INFRAESTRUTURA. IMÓVEL PRÓXIMO AO SUPERMERCADO FESTVAL E PRÓXIMO DA AV REP. ARGENTINA COM EXCELENTE ACESSO AO TRANSPORTE PÚBLICOCARACTERÍSTICAS DO IMÓVEL:- IMÓVEL COM ÓTIMA ILUMINAÇÃO NATURAL- SALA AMPLA PARA 2 AMBIENTES COM SOFÁ, RACK, ESTANTE, MESA DE VIDRO COM 4 CADEIRAS E CORTINAS- SACADA COM TELA DE PROTEÇÃO- 1 SUITE COM ARMÁRIOS PLANEJADOS- 2 DORMITÓRIOS COM ARMÁRIOS SENDO UM COM CAMA E ESCRIVANINHA- BWC PRIVATIVO COM BOX DE VIDRO, BALCÃO E PIA COM TAMPO EM GRANITO- BWC SOCIAL COM BOX DE VIDRO, BALCÃO E PIA COM TAMPO EM GRANITO- COZINHA COM ARMÁRIOS, GELADEIRA, PIA COM TAMPO E BANCADA EM MÁRMORE E CUBA DUPLA EM INOX- ÁREA DE SERVIÇO COM CENTRAL DE GÁS E TANQUE- DESPENSA COM ARMÁRIOS AMPLOS- 1 VAGA DE GARAGEM COBERTA - N°1001A- JANELAS COM TELA DE PROTEÇÃO- PISO LAMINADO- AQUECIMENTO A GÁSCONDOMÍNIO OFERECE PLAYGROUND, ESPAÇO KIDS, SALÃO DE FESTAS, PORTARIA, INTERFONE E QUADRA POLIESPORTIVA CRECI: J-04136",Vila Izabel, Curitiba,1600.0,,35.63,,91.0,3.0,,,1.0,Sim,Não,Não,Sim,Não,Sim
Apolar,"Apartamento Residencial para Locação no Novo Mundo em Curitiba, 68 m²",https://www.apolar.com.br/alugar/curitiba/novo-mundo/alugar-residencial-apartamento-curitiba-novo-mundo-106236,2024-02-19,"Rua Pedro Gusso, 870, Novo Mundo - Curitiba","68 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Novo Mundo Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento semi mobiliado, bem aconchegante, arejado e iluminado, prédio tranquilo, contendo:Sala de estar ampla com painel e rack, cristaleira, piso laminado.Sala de TV ou copa.Cozinha com armários, bancada em granito, cooktop e forno elétrico.Lavanderia separada com porta de vidro, tanque em alumínio com armário.Bwc social com box de vidro, armário, pia e espelho.Lavabo com pia e armário.Quarto I: com armários, painel para TV.Quarto II: com armários, nicho, ar condicionado, porta de correr para otimizar o espaço.01 vaga de garagem.Vantagens:Apartamento em excelente localização, próximo a mercados, shopping, parques, farmácias e terminal de ônibus. Ótima mobilidade urbana e fácil acesso para os bairros e Centro.Área Comum:Portaria 24 horas, playground.Proximidades: Supermercado Jacomar, Senai, Colégio Sesi, UniSantaCruz.Informações Adicionais:Andar: 3Aquecimento: elétricoÁrea total: 68m²Área privativa: 59m²Elevador: nãoEdifício: Residencial Apuama.Entre Ruas: Garagem: sim CRECI: J-04232",Novo Mundo, Curitiba,1600.0,390.0,29.77,,68.0,2.0,,1.0,1.0,Sim,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Água Verde em Curitiba, 86 m²",https://www.apolar.com.br/alugar/curitiba/agua-verde/alugar-residencial-apartamento-curitiba-agua-verde-106310,2024-02-19,"Rua Monsenhor Manoel Vicente, 605, Água Verde - Curitiba","86 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Água Verde Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento , bem aconchegante, arejado e iluminado, prédio tranquilo, bem localizado, contendo:Sala de estar para dois ambientes.Cozinha com armários.Lavanderia separada com máquina.Bwc social com box de vidro.02 quartos com armários.01 vaga de garagem coberta compartilhada.Vantagens:Apartamento em excelente localização, próximo a mercados, shopping, farmácias e opções de linhas de ônibus. Ótima mobilidade urbana e fácil acesso para os bairros e Centro.Proximidades: Hospital e maternidade Santa Brígida, Shopping Água Verde. Informações Adicionais:Andar: 2Aptos por andar: Aquecimento: elétricoÁrea total: 86m²Área privativa: 54m²Elevador: nãoEdifício: Sueli SandriniEntre Ruas: Garagem: sim**Valor de IPTU 2024 ainda não disponível, será lançado assim que for disponibilizado.*IF: CRECI: J-04232",Água Verde, Curitiba,1600.0,375.0,34.45,,86.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Bacacheri em Curitiba, 120 m²",https://www.apolar.com.br/alugar/curitiba/bacacheri/alugar-residencial-apartamento-curitiba-bacacheri-550698,2024-02-19,"Rua Estados Unidos, 1588, Bacacheri - Curitiba","120 m², 2 banheiros, 1 vaga, 3 quartos, 1 suite, , , , , , , , , ,  , pet","Apartamento com 3 quartos no Bairro Bacacheri Imóvel com gestão exclusiva ApolarCaracterísticas* Apartamento de 03 dormitórios (01 suítes) com 1 vaga de garagem na divisa dos bairros Bacacheri e Cabral em Curitiba/ Pr.* Rua Estados Unidos, 1588 – Edifício Milano Residence.* 4°andar- Face Noroeste – Desocupado – Reformado – Área Privativa de 70,87 m².* Sala para dois ambientes com painel para TV, cortina e sacada.* 03 dormitórios, sendo 01 suítes.* Dormitório 1 com armários, bancada e persianas.* Dormitório 2 com persianas.* Suíte com armários “Dellano“, painel para TV e cortina.* Banheiro social e da suíte com box de vidro e cuba sobreposta.* Cozinha com armários planejados, fogão cooktop e bancada em granito.* Lavanderia ampla e ensolarada, separada da cozinha, com armários planejados, aquecedor digital, e bancada em granito.* Piso Laminado, sancas em gesso, imóvel muito bem cuidado.* 01 vaga de garagem livre.* O condomínio oferece: portaria 24 horas, quadra poliesportiva, playground e salão de festas.Vantagens:Local calmo e seguro.Região com toda infraestrutura de transporte, serviços, bancos e área comercial.Proximidades:Colégio Estadual Leôncio Correia, Bosque Dr. Martim Lutero, Colégio Fênix.Informações Adicionais:Andar: 4 de 15Apto. Por andar: 4Aquecimento: GásÁrea total: 120,18 m²Área privativa: 70,87 m²Elevador: simEdifício: Residencial Milano ResidenceEntre Ruas: Jovino do Rosário e Av. Paraná.Garagem: 1 vagaAndar: N. 4 CRECI: J-04232",Bacacheri, Curitiba,1588.5,1053.89,43.82,,120.0,3.0,1.0,2.0,1.0,Não,Não,Não,Sim,Não,Sim
Apolar,"Apartamento Residencial para Locação no Água Verde em Curitiba, 0 m²",https://www.apolar.com.br/alugar/curitiba/agua-verde/alugar-residencial-apartamento-curitiba-agua-verde-8570,2024-02-19,"Rua Palmeiras, 331, Água Verde - Curitiba","0 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Água Verde Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento bem ventilado e iluminado, ótima localização, com área de71 m², contendo:Sala ampla para dois ambientes.Cozinha com armários.Bwc social.02 Quartos.01 vaga de garagem.Vantagens:Apartamento amplo.Área comum:Não tem.Proximidades:Rua Santa Catarina.Informações Adicionais:Andar: 1Aptos por andar: 04Aquecimento: elétrico.Área total: 71 m²Área privativa: 66 m²Elevador: nãoEdifício: SileneGaragem: sim. CRECI: J-00158",Água Verde, Curitiba,1580.0,410.0,26.26,,0.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Campo Comprido em Curitiba, 49 m²",https://www.apolar.com.br/alugar/curitiba/campo-comprido/alugar-residencial-apartamento-curitiba-campo-comprido-105011,2024-02-19,"Rua Mario Zanlorenzi, 1850, Campo Comprido - Curitiba","49 m², 1 banheiro, 1 vaga, 2 quartos, pet","Apartamento com 2 quartos no Bairro Campo Comprido Imóvel com gestão exclusiva ApolarCaracterísticas:Ótimo apartamento, recém pintado, em localização privilegiada, com uma vaga de garagem, contendo:Sala, piso cerâmico;Cozinha revistada em cerâmica, conjugado com área de serviço;Dois dormitórios;Banheiro social, com box, prateleira e chuveiro elétrico (110v).Vantagens:Bem localizado, próximo a mercado e vários comércios, ponto de ônibus em frente ao prédio.****CONDOMÍNIO ISENTO****Área comum:Salão de festa;Playground;Bicicletário;Quadra e esporte;Proximidades:Condor Santa Quitéria, UniandradeInformações adicionais:Área privativa: 44,02m²Área total: 49,95m²Elevador: NãoEdifício: Res. BarbacenaGaragem: 1 vaga de garagem descoberta e rotativa CRECI: J-04232",Campo Comprido, Curitiba,1570.0,,26.26,,49.0,2.0,,1.0,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Cabral em Curitiba, 91 m²",https://www.apolar.com.br/alugar/curitiba/cabral/alugar-residencial-apartamento-curitiba-cabral-87840,2024-02-19,"Avenida Anita Garibaldi, 1204, Cabral - Curitiba","91 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Cabral Imóvel com gestão exclusiva ApolarAPARTAMENTO EM EXCELENTE LOCALIZAÇÃO NO BAIRRO AHÚ, PRÓXIMO AOS PRINCIPAIS COMÉRCIOS.-SALA PARA DOIS AMBIENTES COM MESA REDONDA E 4 CADEIRAS, CRISTALEIRA, MESINHA, SOFÁ, LUSTRES E QUADROS-02 DORMITÓRIOS, UM COM MESA DE ESCRITÓRIO, MESINHA DE CABECEIRA E ARMÁRIO E OOUTRO COM GUARDA-ROUPA DE 2 PORTAS, ESPELHO E UM BANCO-BANHEIRO SOCIAL COM BOX E CHUVEIRO ELÉTRICO-COZINHA COM MÓVEIS PLANEJADOS, FOGÃO 4 BOCAS, GELADEIRA E MICROONDAS-LAVANDERIA COM TANQUE-GARAGEM COMPARTILHADA, COBERTA NUMERO 107 CRECI: J-04136",Cabral, Curitiba,1550.0,468.09,35.63,,91.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Bacacheri em Curitiba, 70 m²",https://www.apolar.com.br/alugar/curitiba/bacacheri/alugar-residencial-apartamento-curitiba-bacacheri-551083,2024-02-19,"Rua Canadá, 1372, Bacacheri - Curitiba","70 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Bacacheri Imóvel com gestão exclusiva ApolarCaracterísticas:Sala.Cozinha com armários.Área de Serviço com tanque. Bwc Social I com armário, box de vidro e espelho. Dormitório I e II.Informações Adicionais:Edifício: Residencial CanadáÁrea útil: 53,30 m²Área total: 70 m²Garagem: Sim - VAGA É PEQUENA VISITAR ANTES DE ALUGAR CRECI: J-04232",Bacacheri, Curitiba,1500.0,450.0,29.77,,70.0,2.0,,,1.0,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Juvevê em Curitiba, 82 m²",https://www.apolar.com.br/alugar/curitiba/juveve/alugar-residencial-apartamento-curitiba-juveve-551877,2024-02-19,"Rua Alberto Folloni, 322, Juvevê - Curitiba","82 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Juvevê Imóvel com gestão exclusiva ApolarExcelente apartamento, localizado no bairro Juveve na região de Curitiba, contendo;- Sala ampla;- Cozinha com pia;- Área de serviço com tanque em cerâmica;- Bwc social com box e armário;- 2 Dormitórios amplos sendo 1 deles com armário;- Garagem coberta e tem direito a uma vagaVantagens:- Ótima localização, Próximo ao Super Muffato da Rua Alberto Folloni e também ao Museu do Olho. - Posto de gasolina. Academia, farmácia, posto de saúde, escolas, bancos. - Mobilidade urbana diferenciada, pois há várias linhas de ônibus na rua interligando aos principais terminais de cidade, rodoviária, aeroporto e o centro comercial de Curitiba. Área Comum:- Garagem cobertaProximidades:- Centro Cívico, Ahú. Museu do Olho e Palácio Iguaçu.Informações Adicionais:Andar: 2ºAptos por andar: 2Aquecimento: elétricoÁrea total: 82 m²Área privativa: 55 m²Elevador:nãoEdifício: Rodrigo OtávioEntre Ruas: Rua Dep. Mário de Barros, Rua Rocha Pombo, Rua Marechal Hermes, Rua Mal. Malet.Garagem: Sim - 1 vagas, sendo coberta fixa CRECI: J-04232",Juvevê, Curitiba,1500.0,450.0,33.28,,82.0,2.0,,,1.0,Não,Não,Sim,Não,Não,Não
Apolar,,https://www.apolar.com.br/alugar/curitiba/santa-candida/alugar-residencial-apartamento-curitiba-santa-candida-28533,2024-02-19,", ,  -",,, -,,,,,,,,,,,Não,Não,Não,Não,Não,Não
Apolar,"Apartamento Residencial para Locação no Juvevê em Curitiba, 101 m²",https://www.apolar.com.br/alugar/curitiba/juveve/alugar-residencial-apartamento-curitiba-juveve-82274,2024-02-19,"Rua Dep.Mario de Barros, 833, Juvevê - Curitiba","101 m², 1 vaga, 2 quartos","Apartamento com 2 quartos no Bairro Juvevê Imóvel com gestão exclusiva ApolarAPARTAMENTO DUPLEX EM OTIMA LOCALIZAÇÃO, BEM ENSOLARADO CONTENDO:- SALA DE ESTAR PARA 2 AMBIENTES COM PISO LAMINADO - 2 DORMITORIOS AMPLOS COM PISO LAMINADO, CIRCULAÇÃO COM ARMARIO - BWC SOCIAL COM BOX EM VIDRO TEMPERADO - COZINHA COM PASSA PRATOS EM GRANITO E ARMARIOS - AREA DE SERVIÇO COM AQUECEDOR DE PASSAGEM NOVO - GARAGEM LIVRE PARA 1 VEÍCULO E DEMARCADA - PINTURA NOVA- INTERFONE, CHAVE MAGNETICA, ANTENA EXTERNA E CENTRAL GAS, - AREA DE LAZER CONTENDO: SALÃO DE FESTAS E PLAYGROUND CRECI: J-04136",Juvevê, Curitiba,1500.0,417.93,39.14,,101.0,2.0,,,1.0,Não,Não,Não,Não,Não,Sim
