titulo,link,endereco,detalhes,aluguel,condominio,iptu,catacteristicas_imovel,detalhes_condominio,mais_detalhes_imovel
Apartamento no 4º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-2-quartos-santa-candida-curitiba/id/63650727/code/AP0340,"Rua João Mequetti, 759 - Santa Cândida - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '93,00m2', 'Quartos', '2', 'Banheiros', '1', 'Andar', '4']","AluguelR$ 1.600,00","Condominio  R$ 570,00","IPTU  R$ 64,86","Apartamento Semi Mobiliado com 2 quartos, vaga de garagem livre  no bairro Santa Cândida em Curitiba/PR.   * Condomínio Residencial Veneto - imóvel desocupado.  * Sala com sofá, rack e Sala de jantar   * Sacada com churrasqueira.  * Cozinha com armários e eletros em fino acabamento  * Lavanderia.  * 2 quartos.  * Closet  * Banheiro social.  * 1 vaga de estacionamento livre e coberta nº 05.  * Condomínio possui salão de festas com churrasqueira, amplo terraço, bosque para caminhada, playground.   Condomínio R$ 380,00",Garagem Coberta,"Andar: 4, Área de serviço: 1, Área privativa: 58.31, Área total: 93, BWC Social: 1, BWC empregada: 1, Condomínio: Residencial Vêneto, Condomínio fechado: 1, Cozinha com armários: 1, Cozinhas: 1, Face do imóvel: Nenhum, IPTU: 64.86, Interfone: sim, Mobiliado: 1, Núm de pavimentos: 6, Portão eletrônico: sim, Quartos: 2, Salas: 1, Tipo de piso: Cerâmica, Laminado, Vagas de garagem: 1, Valor condomínio: 570"
Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-prado-velho-curitiba/id/53688262/code/AP0448,"Avenida Marechal Floriano Peixoto, 3510 - Prado Velho - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '52,00m2', 'Quartos', '2', 'Banheiros', '1']","AluguelR$ 1.600,00","Condominio  R$ 150,00",,"Av. Marechal Floriano Peixoto, nº3510  apto 204  Area Privativa:  52,51  Area Construída: 36,51   LOCALIDADE: próximo a PUC, em frente ao tubo TRE, fiat Florença e a localiza automóvel, várias outras concessionária, próximo ao Carrefour, etc..   FICHA TÉCNICA: Hall de entrada, sala ampla, dois dormitórios, um banheiro e uma área aberta.   VALORES  Primeiros 30 dias: aluguel bruto de R$ 1.920,00 + taxas.  Após os primeiros 30 dias para pagamentos em dia: aluguel líquido (com bonificação) de R$1.600,00 + taxas.    CONDOMÍNIO: 150,00    TAXAS  IPTU: R$ 46,03   Seg. Incêndio:  R$14,00.  Vistoria de entrada (cobrada apenas no 1° boleto do aluguel): R$260,00.   VAGA DE GARAGEM OPICIONAL: 150,00   TIPO DE FIANÇAS: caução 3x aluguel bruto + taxas; Fiador com dois imóveis quitados em Curitiba ou Região metropolitana e com comprovação de renda mensal de no mínimo 3x aluguel + condomínio e tacas; seguro fiança na Porto Seguros; ou Título de Capitalização no valor de 10x aluguel bruto + condomínio e taxas.  *VALORES E DISPONIBILIDADES SUJEITOS A CONFIRMAÇÃO*",,"Área privativa: 36, Área total: 52, BWC Social: 1, BWC empregada: 1, Condomínio: Edificio Chanceler, Face do imóvel: Nenhum, Quartos: 2, Tipo de piso: Taco Madeira, Valor condomínio: 150"
Apartamento no 3º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-3-andar-com-1-quarto-reboucas-curitiba/id/63166426/code/AP0038,"Rua Nunes Machado, 1169 - Rebouças - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '78,00m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '3']","AluguelR$ 1.600,00","Condominio  R$ 540,00",,"Prezado (a) Senhor (a). Muito obrigado por entrar em contato para conhecer o seu futuro imóvel.   Visitas somente com horário marcado e com a presença do consultor imobiliário.   01 quarto com armários e 01 cama de casal, sala com mesa 4 lugares, rack, e 01 sofá, cozinha com armários, geladeira e fogão  conjugada com a área de serviço que tem 01 tanque, 01 banheiro com box de acrílico, piso laminado em todo imóvel.   Central de gás, 01 vaga de garagem individual sob o nº 02 no  sub solo   Prédio   Com 05 andares, 08 por andar, 01 elevador, pastilhado, não tem portaria (zeladora fica entre 07:00 até as 16:00 e o vigia das 22:00 as 06:00) , portão eletrônico, câmaras de segurança, local para pendurar roupas, 02 churrasqueiras.   Condomínio do apartamento R$ 500,00  Condomínio da  garagem R$ 40,00   Os valores podem ser alterados sem aviso prévio   O LOCATÁRIO fica responsável pelo pagamento das taxas para realização das vistorias de Entrada e de Saída e a Final do imóvel, sendo tais custos fixados no valor correspondente a 15% (quinze por cento) do valor atualizado da locação, com o valor mínimo estabelecido de R$ 200,00 (duzentos reais)  para imóveis não mobiliados. Imóveis semi-mobiliado / mobiliado taxa mínima 18 %.   F.C.I. 6 % (seis por cento) sobre o aluguel líquido   EM BREVE TEREMOS FOTOS NOVAS DO IMÓVEL!",Garagem Coberta,"Andar: 3, Área de serviço: 1, Área privativa: 33, Área total: 78, BWC Social: 1, BWC empregada: 1, Churrasqueiras: 1, Condomínio: Edifício Havai, Cozinha com armários: 1, Cozinhas: 1, Face do imóvel: Sul, Interfone: sim, Núm de pavimentos: 8, Portão eletrônico: sim, Quartos: 1, Salas: 1, Tipo de piso: Laminado, Vagas de garagem: 1, Valor condomínio: 540"
Apartamento com 2 quartos,https://cilar.com.br/alugar/apartamento-com-2-quartos-vila-izabel-curitiba/id/63200743/code/00977.001,"R CANDIDO XAVIER, 1426 - VILA IZABEL - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '78,20m2', 'Quartos', '2', 'Banheiros', '1']","AluguelR$ 1.600,00","Condominio  R$ 397,00","IPTU  R$ 77,24","- ED. CARDIFF - Ótimo apartamento em excelente localização na Vila Izabel, semi mobiliado, ensolarado, composto por 1 sala em L para dois ambientes com sacada,  cozinha com armários, área de serviço com armário, 1 banheiro social com box blindex e 2 dormitórios com armários.   - A vaga de garagem é livre e demarcada.    - O prédio possui portaria (de segunda a sexta das 08 as 00hs, sábados das 08 as 16hs).    - O condomínio oferece salão externo com churrasqueira, bicicletário, playground e elevador.   *Valor do aluguel bruto R$ 1.882,00 - bonificação para pagamento em dia, no valor de R$ 282,00 (bonificação válida a partir do 2° mês cheio de locação). Aluguel líquido R$ 1.600,00 + taxas (Condomínio + IPTU + seguro incêndio + FCI de 6% (seis por cento) sobre o aluguel líquido). *Verificar com o consultor o valor final da locação.*   *Valores sujeitos a alteração sem aviso prévio.   **Consultar-solicitar cópia do boleto do condomínio para análise.   Obs.: Imagens meramente ilustrativas. ","Elevador, Portaria 24h, Garagem Coberta","Área privativa: 42.59, Área total: 78.20, BWC Social: 1, BWC Social: 1, BWC Social: 1, Condomínio fechado: sim, Cozinhas: 1, Edifício: CARDIFF, Elevadores: 1, Entre as ruas: RUA PROFESSOR ALVARO JORGE e RUA PROFESSOR DARIO VELLOSO, IPTU: 77.24, Interfone: sim, Portaria 24h: 1, Quartos: 2, Quartos: 2, Sacadas: 1, Salas: 1, Vagas de garagem: 1, Valor condomínio: 397.00"
Apartamento no 4º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-3-quartos-centro-curitiba/id/64083184/code/11427.002,"R MARECHAL DEODORO, 1115 - CENTRO - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '108,00m2', 'Quartos', '3', 'Banheiros', '1', 'Andar', '4']","AluguelR$ 1.600,00","Condominio  R$ 850,00","IPTU  R$ 99,20","* Localização em ponto estrategico do bairro, proximo a varios pontos comerciais .  * Claro e ensolarado   * Comodos amplos  * Cozinha com armários  * Piso em taco     *** TAXAS A CONFIRMAR ***","Elevador, Garagem Coberta","Andar: 04, Aptos por andar: 4, Área privativa: 108.00, Área total: 108.00, BWC Social: 1, BWC Social: 1, Central de gás: sim, Central de gás: sim, Cozinhas: 1, Edifício: PERNAMBUCO, Elevadores: 1, Entre as ruas: RUA FRANCISCO TORRES e RUA DOUTOR FAIVRE, IPTU: 99.20, Outros valores: 41,53, Quartos: 3, Quartos: 3, Revestimento externo: Pastilhado, Salas: 1, Vagas de garagem: 1, Valor condomínio: 850.00"
Apartamento no 1º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-1-andar-com-1-quarto-reboucas-curitiba/id/64005363/code/AP1179,"Avenida Iguaçu, 1090 - Rebouças - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '39,00m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '1']","AluguelR$ 1.600,00","Condominio  R$ 644,80","IPTU  R$ 48,49","Apartamento com 1 dormitório para alugar, 39 m² por R$ 1.600/mês - Rebouças - Curitiba/PR   Apartamento no Edifício Easy Life Iguaçu, em excelente localização, próximo a Praça Ouvidor Pardinho, Hospital Sugisawa, Churrascaria Fogo Forte   Contendo:   - Sala  - Cozinha  - 1 Quarto com armários embutido  - Banheiro  - Terraço  - 1 Vaga de garagem    PACOTE DE LOCAÇÃO.   Aluguel bruto: R$ 2.000,00 (primeiro mês).  Bonificação: R$ 400,00 (Desconto concedido a partir do segundo mês para pagamento em dia).  Aluguel líquido: R$ 1.600,00.  Condomínio: R$ 644,80 (mensal - 12 Parcelas).  IPTU: R$ 48,49 (10 parcelas).  FCI (Fundo de conservação do imóvel): R$ 80,00 (mensal - 12 Parcelas).  Seguro Incêndio: R$ 7,27 (mensal - 12 Parcelas).   Taxas com valores aproximados   Valores sujeitos a alterações sem aviso prévio.   Sobre o Fundo de Reserva e Fundo de Obras referente à taxa de condomínio: Os valores pagos pelo locatário são reembolsáveis.   Entre em contato com nossa equipe, agende uma visita e confira! (41) 3353-2552.  www.tantus.com.br     Ref.: 42440-002.   A imobiliária Tantus faz parte da Rede UNA imóveis conectados.",Garagem Coberta,"Andar: 1, Área privativa: 39, Área total: 39, BWC Social: 1, BWC empregada: 1, Condomínio: Easy Life Iguaçu, Cozinhas: 1, Face do imóvel: Nenhum, IPTU: 48.49, Interfone: sim, Núm de pavimentos: 7, Quartos: 1, Salas: 1, Vagas de garagem: 1, Valor condomínio: 644.8"
Apartamento no 4º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-4-andar-com-2-quartos-vila-izabel-curitiba/id/59941912/code/02723.001,"Rua Professor Sebastião Paraná, 378 - Vila Izabel - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '108,35m2', 'Quartos', '2', 'Banheiros', '1', 'Andar', '4']","AluguelR$ 1.550,00","Condominio  R$ 697,00","IPTU  R$ 92,52","Apartamento no Vila Izabel com 2 quartos de 108,35 m² - Edifício Marília   Detalhes: Apartamento semi mobiliado de 108,35 m².  Sala para dois ambientes;  Cozinha com armários, mesa, geladeira, forno elétrico, microondas e airfryer.  Área de serviço com máquina de lavar, ventilador e aquecedor.  2 quartos sendo um com armários.  Banheiro com armário e box;  Piso em carpete.   Possui 1 vaga de garagem (nº44)   Imediações: Apartamento no Vila Izabel, entre as ruas Bororós e Guaianazes. Próximo a Panificadora Pantucci, Supermercado Festval e comércio amplo e variado da região.   *Informações e valores descritos sujeitos a alteração*   Ligue agora e agende sua visita! ",Garagem Coberta,"Andar: 04, Aptos por andar: 4, Área de serviço: 1, Área privativa: 54.87, Área total: 108.35, BWC Social: 1, Bonificação: 172,22, Condomínio fechado: sim, Cozinha com armários: 1, Cozinhas: 1, Dorms. com armários: sim, Edifício: Marília, Entre as ruas: Bororós e Guaianazes, Esquadrias: Alumínio, FCI: 77,50, Face do imóvel: Oeste, IPTU: 92.52, Índice reajuste: IGPM, Núm de pavimentos: 4, Posição do imóvel: Fundos, Prazo de contrato: 30 meses, Quartos: 2, Reajuste: Anual, Revestimento externo: Textura, Salas: 1, Vagas de garagem: 1, Valor bruto: 1.722,22, Valor condomínio: 697.00"
Apartamento no 1º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-2-quartos-santa-quiteria-curitiba/id/63992618/code/31188001,"Rezala Simão, 650 - Santa Quitéria - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '67,24m2', 'Quartos', '2', 'Banheiros', '1', 'Andar', '1']","AluguelR$ 1.550,00","Condominio  R$ 370,00",,"Imediações: Bosque Vereadora D. Lourdes   Detalhes: O RESIDENCIAL VILLAGGIO GENOVA está em uma excelente localização, próximo à farmácias, mercados, frutarias, pet shop e transporte público! Composto por 2 dormitórios com armários, um com cama de casal e TV e outro com cama de solteiro, sala 2 ambientes com sofá, mesa 4 cadeiras,  cozinha completa com armários, geladeira, cooktop, forno elétrico, máquina de lavar, microondas, vaga de garagem sob n 257 O Condomínio além de ser rodeado de áreas verdes e de preservação ambiental oferece também dispõe de pista de caminhada, ciclovia.  Aproveite e agende a sua visita com nossa equipe comercial!  TCI/FCI: 5% - Seguro incêndio: consultar.  *Informações e valores descritos sujeitos a alteração*","Salão de festas, Churrasqueira, Playground, Garagem Coberta","Andar: 1, Ano de construção: 2013, Aptos por andar: 4, Área privativa: 62.43, Área total: 67.24, BWC Social: 1, Churrasqueira coletiva: 1, Condomínio: Villaggio Genova, Conservação: Otimo, Mobiliado: 1, Núm de pavimentos: 3, Playground: 1, Quartos: 2, Quitado: sim, Salão de festas: 1, Vagas de garagem: 1, Valor condomínio: 370.00"
Apartamento no 14º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-14-andar-com-1-quarto-centro-curitiba/id/60549770/code/03548.001,"Rua Alferes Poli, 271 - Centro - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '75,26m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '14']","AluguelR$ 1.550,00","Condominio  R$ 521,07","IPTU  R$ 50,44","Ótimo apartamento próximo ao Hospital Santa Casa , Fae Centro Universitário e Praça Rui Barbosa   Imóvel mobiliado  contém sala ampla com mesa, dormitório com armário e cama, cozinha com pia ,geladeira e fogão ,bwc social e  área de serviço   01 vaga de garagem nº 04   Condomínio: 05/12/23  Taxa de condomínio: R$ 456,71 + Fundo de reserva: R$ 45,67 + Fundo de melhorias: R$ 15,27 + Gás ( 020 m³): R$ 3,52  Total: 521,07   O LOCATÁRIO fica responsável pelo pagamento das taxas para realização das vistorias de Entrada e de Saída quando da desocupação do imóvel, sendo tais custos fixados no valor correspondente a 15% (quinze por cento) do valor atualizado da locação, com o valor mínimo estabelecido de R$ 200,00 (duzentos reais) para imóveis não mobiliados. Imóveis semi-mobiliado / mobiliado taxa mínima 18 %.   IMÓVEL TAMBÉM A VENDA   ******VALORES DE TAXAS APROXIMADOS****  ","Salão de festas, Portaria 24h, Garagem Coberta","Andar: 14, Área de serviço: 1, Área privativa: 41.74, Área total: 75.26, BWC Social: 1, Bonificação: 387,50, Chaveiro: 111, Conservação: OTIMO, Cozinhas: 1, Edifício: SIENA, Esquadrias: Aluminio, FCI: 93,00, Face do imóvel: Leste, IPTU: 50.44, Índice reajuste: IPC, Local garagem: Subsolo, Portaria 24h: 1, Posição do imóvel: Fundos, Prazo de contrato: 30, Quartos: 1, Reajuste: ANUAL, Revestimento externo: PINTURA, Salão de festas: 1, Salas: 1, Tipo de piso: CERAMICA, Vagas de garagem: 1, Valor bruto: 1.937,50, Valor condomínio: 521.07"
Apartamento no 1º andar com 3 quartos,https://cilar.com.br/alugar/apartamento-no-1-andar-com-3-quartos-guaira-curitiba/id/62196739/code/01786.001,"R RICARDO GUTHER, 01 - GUAIRA - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '79,00m2', 'Quartos', '3', 'Banheiros', '1', 'Suítes', '1', 'Andar', '1']","AluguelR$ 1.500,00","Condominio  R$ 525,00",,"Piso laminado - sacada com grade pantografica - sala para 2 ambientes - banheiros com box blindex - cozinha com armários, tampos em granito - garagem individual   Condominino com: cancha de areia, salão de festas, churrasqueira, play graund","Salão de festas, Playground, Garagem Coberta","Andar: 1, Ano de construção: 18, Aptos por andar: 4, Área privativa: 65.00, Área total: 79.00, BWC Social: 1, BWC Social: 1, Condomínio fechado: sim, Conservação: Ótimo, Cozinhas: 1, Edifício: PORTAL CURITIBA, Entre as ruas: RUA ALAGOAS e RUA PROFESSOR PORTHOS VELOZO, Face do imóvel: Oeste, Interfone: sim, Pavimentação: Asfalto, Playground: 1, Quartos: 3, Quartos: 3, Sacadas: 1, Salão de festas: 1, Salas: 1, Suítes: 1, Suítes: 1, Vagas de garagem: 1, Valor condomínio: 525.00"
Apartamento no 3º andar com 1 quarto,https://cilar.com.br/alugar/apartamento-no-3-andar-com-1-quarto-centro-curitiba/id/61118476/code/AP0044,"Rua Visconde de Nacar, 359 - Centro - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '54,00m2', 'Quartos', '1', 'Banheiros', '1', 'Andar', '3']","AluguelR$ 1.500,00","Condominio  R$ 480,00","IPTU  R$ 56,56","Ótimo apartamento para alugar no Centro de Curitiba!   Imóvel com 1 dormitório e sala. A cozinha possui armário e é conjugada com a área de serviço. O banheiro possui armário, tampo de granito e box.   O condomínio Stanford conta com salão de festas, churrasqueira, portão eletrônico, câmeras de segurança e aquecimento a gás. Está em excelente localização, próximo ao prédio da Vivo.    Obs: O valor do anúncio poderá ser alterado sem aviso prévio.   Aluguel bruto: R$ 1.800,00 (mais taxas) no primeiro mês.   Bonificação: R$ 300,00 a partir do segundo mês.  Aluguel líquido: R$ 1.500,00 (mais taxas) para pagamento pontual a partir do segundo mês.  Taxa de vistoria à consultar.   Garantias para locação: fiador com imóvel quitado em Curitiba, seguro fiança e título de capitalização.   Horário de atendimento:  Segunda-feira: 8:30 às 12:00 e 13:30 às 18:00.  Terça a sexta-feira: 08:30 às 18:00.  Sábado: 8:30 às 12:00.",Elevador,"Andar: 3, Ano de construção: 2012, Área de serviço: 1, Área privativa: 44.80, Área total: 54, BWC Social: 1, BWC empregada: 1, Churrasqueiras: 1, Condomínio: Edifício Stanford Residence, Cozinha com armários: 1, Cozinhas: 1, Elevadores: 1, Face do imóvel: Manhã, IPTU: 56.56, Interfone: sim, Núm de pavimentos: 8, Portão eletrônico: sim, Quartos: 1, Salas: 1, Tipo de piso: Cerâmica, Carpete de madeira, Valor condomínio: 480"
Apartamento no 2º andar com 2 quartos,https://cilar.com.br/alugar/apartamento-no-2-andar-com-2-quartos-boa-vista-curitiba/id/64113165/code/AP1428,"Rua José Merhy, 1659 - Boa Vista - Curitiba","['Características', 'do', 'imóvel', 'Área', 'Total', '51,00m2', 'Quartos', '2', 'Banheiros', '1', 'Andar', '2']","AluguelR$ 1.500,00","Condominio  R$ 316,25","IPTU  R$ 37,29","Apartamento com 2 dormitórios para alugar, 44 m² por R$ 1.500/mês - Boa Vista - Curitiba/PR  Os melhores imóveis de Curitiba estão aqui!   Apartamento em excelente localização no Bairro Boa Vista, Próximo ao Big Boa Vista, Rua da Cidadania Boa Vista. Parque Bacacheri.   O imóvel conta com:  - 02 Quartos, sendo um mobiliado com armários e cama de casal.  - Cozinha mobiliada com armários, geladeira, fogão e exaustor.   - Lavanderia embutida na cozinha,com maquina de lavar roupa.   - Sala com sofá, painel de TV, mesa e cortina  - 01 Banheiro social  - 01 Vaga de garagem descoberta   Apartamento muito bem iluminado e arejado.   O Condomínio conta com portaria 24 Horas, salão de festas e playground.     PACOTE DE LOCAÇÃO.   Aluguel bruto: R$ 1.875,00 (primeiro mês).  Bonificação: R$ 375,00 (Desconto concedido a partir do  segundo mês para pagamento em dia).  Aluguel líquido: R$ 1.500,00.  Condomínio: R$ 316,25 (mensal - 12 Parcelas).  IPTU: R$ 37,29 (10 parcelas).  FCI (Fundo de conservação do imóvel): R$ 75,00 (mensal - 12 Parcelas).  Seguro Incêndio: R$ 7,96 (mensal - 12 Parcelas).   Taxas com valores aproximados    Valores sujeitos a alterações sem aviso prévio.   Sobre o Fundo de Reserva e Fundo de Obras referente à taxa de condomínio: Os valores pagos pelo locatário são reembolsáveis.   Entre em contato com nossa equipe, agende uma visita e confira! (41) 3353-2552.  www.tantus.com.br     Ref.: 42634-001.    A imobiliária Tantus faz parte da Rede UNA imóveis conectados.",Garagem Coberta,"Andar: 2, Área de serviço: 1, Área privativa: 44, Área total: 51, BWC Social: 1, BWC empregada: 1, Condomínio: Cassiopéia II, Cozinha com armários: 1, Cozinhas: 1, Face do imóvel: Norte, IPTU: 37.29, Interfone: sim, Núm de pavimentos: 4, Portão eletrônico: sim, Quartos: 2, Salas: 1, Vagas de garagem: 1, Valor condomínio: 316.25"
